ΔT_K,γ_shear,τ_Pa,N_f_cycles,Damage_1M_cycles,Below_thesis_claim
1e-07,2.5999679999999997e-13,0.017682028772352,9.681874025280025e+28,1.0328578923759312e-23,True
1e-06,2.599968e-12,0.17682028772352001,9.681874025280025e+28,1.0328578923759312e-23,False
3.85e-06,1.0009876800000001e-11,0.6807581077355521,9.681874025280025e+28,1.0328578923759312e-23,False
1e-05,2.5999680000000003e-11,1.7682028772352003,9.681874025280025e+28,1.0328578923759312e-23,False
0.0001,2.599968e-10,17.682028772352,9.681874025280025e+28,1.0328578923759312e-23,False
0.001,2.5999680000000003e-09,176.82028772352,9.681874025280025e+28,1.0328578923759312e-23,False
