time	V(i_abs)	V(rd_out)	V(rd_src)	V(v_read_out)	V(w_drv)	V(w_mid)	V(w_out)	I(B_IWRITE_ABS)	I(C_DECOUP)	I(EREAD)	I(L_HM_STRIP)	I(RGND)	I(R_HM_STRIP)	I(R_SENSE)	I(S_MTJ)	I(VREAD)	I(VWRITE)	L_HM_STRIP:flux
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e-01	0.000000e+00	0.000000e+00
1.000000003627494e-15	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.000000007254987e-15	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.000000014509975e-15	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.000000029019950e-15	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.600000005803990e-14	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.200000011607980e-14	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.400000023215960e-14	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.280000004643192e-13	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.560000009286384e-13	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.120000018572768e-13	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.024000003714554e-12	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.048000007429107e-12	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.096000014858214e-12	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.192000029716429e-12	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.638400005943286e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.000000000000000e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.276800011886571e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.229925011886571e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.183050011886572e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.136175011886572e-11	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.108930001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.304242501188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.499555001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.694867501188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.890180001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.085492501188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.280805001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.476117501188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.671430001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
2.866742501188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.062055001188657e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.257367501188658e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.452680001188658e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.647992501188658e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
3.843305001188658e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.038617501188658e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.233930001188659e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.429242501188659e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.624555001188659e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
4.819867501188659e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.015180001188659e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.200000000000001e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.395312500000001e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.400000000000001e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.475000000000003e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.625000000000008e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
5.820312500000008e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.015625000000008e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.210937500000009e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.406250000000009e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.601562500000009e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.796875000000009e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
6.992187500000009e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.187500000000010e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.382812500000010e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.578125000000010e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.773437500000010e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
7.968750000000010e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.164062500000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.359375000000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.554687500000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.750000000000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
8.945312500000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.140625000000012e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.335937500000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.531250000000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.726562500000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
9.921875000000011e-10	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.000000000000000e-09	0.000000e+00	5.000000e-02	1.000000e-01	5.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e-06	-5.000000e-06	-5.000000e-06	0.000000e+00	0.000000e+00
1.000295183610243e-09	2.360436e-05	5.000000e-02	1.000000e-01	5.000000e-02	1.180734e-02	2.358837e-08	5.166129e-06	0.000000e+00	1.598217e-08	0.000000e+00	2.360436e-05	2.358837e-05	2.360436e-05	5.000000e-06	-5.000000e-06	-5.000000e-06	-2.360436e-05	7.585490e-19
1.000530250873387e-09	4.240345e-05	5.000000e-02	1.000000e-01	5.000000e-02	2.121004e-02	4.240342e-08	8.310026e-06	0.000000e+00	2.605520e-11	0.000000e+00	4.240345e-05	4.240342e-05	4.240345e-05	5.000000e-06	-5.000000e-06	-5.000000e-06	-4.240345e-05	2.333241e-18
1.000701054975995e-09	5.606405e-05	5.000000e-02	1.000000e-01	5.000000e-02	2.804220e-02	5.604810e-08	1.017104e-05	0.000000e+00	1.595094e-08	0.000000e+00	5.606405e-05	5.604811e-05	5.606405e-05	5.000000e-06	-5.000000e-06	-5.000000e-06	-5.606405e-05	3.901023e-18
1.000943418524361e-09	7.544882e-05	5.000000e-02	1.000000e-01	5.000000e-02	3.773674e-02	7.544876e-08	1.233084e-05	0.000000e+00	5.861028e-11	0.000000e+00	7.544882e-05	7.544876e-05	7.544882e-05	5.000000e-06	-5.000000e-06	-5.000000e-06	-7.544882e-05	6.606813e-18
1.001165203931956e-09	9.318852e-05	5.000000e-02	1.000000e-01	5.000000e-02	4.660816e-02	9.317259e-08	1.390047e-05	0.000000e+00	1.592425e-08	0.000000e+00	9.318852e-05	9.317259e-05	9.318852e-05	5.000000e-06	-5.000000e-06	-5.000000e-06	-9.318852e-05	9.489835e-18
1.001449227711374e-09	1.159073e-04	5.000000e-02	1.000000e-01	5.000000e-02	5.796911e-02	1.159072e-07	1.547416e-05	0.000000e+00	8.468578e-11	0.000000e+00	1.159073e-04	1.159072e-04	1.159073e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-1.159073e-04	1.361856e-17
1.001712240144356e-09	1.369460e-04	5.000000e-02	1.000000e-01	5.000000e-02	6.848960e-02	1.369301e-07	1.658824e-05	0.000000e+00	1.590159e-08	0.000000e+00	1.369460e-04	1.369301e-04	1.369460e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-1.369460e-04	1.778520e-17
1.002039974383931e-09	1.631627e-04	5.000000e-02	1.000000e-01	5.000000e-02	8.159897e-02	1.631626e-07	1.763645e-05	0.000000e+00	1.067671e-10	0.000000e+00	1.631627e-04	1.631626e-04	1.631627e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-1.631627e-04	2.331738e-17
1.002359091595790e-09	1.886906e-04	5.000000e-02	1.000000e-01	5.000000e-02	9.436367e-02	1.886747e-07	1.838579e-05	0.000000e+00	1.588241e-08	0.000000e+00	1.886906e-04	1.886747e-04	1.886906e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-1.886906e-04	2.897553e-17
1.002752363826305e-09	2.201510e-04	5.000000e-02	1.000000e-01	5.000000e-02	1.100946e-01	2.201509e-07	1.905234e-05	0.000000e+00	1.249289e-10	0.000000e+00	2.201510e-04	2.201509e-04	2.201510e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-2.201510e-04	3.620556e-17
1.003152082086354e-09	2.521275e-04	5.000000e-02	1.000000e-01	5.000000e-02	1.260833e-01	2.521116e-07	1.952643e-05	0.000000e+00	1.586672e-08	0.000000e+00	2.521275e-04	2.521116e-04	2.521275e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-2.521275e-04	4.375757e-17
1.003644249046331e-09	2.915001e-04	5.000000e-02	1.000000e-01	5.000000e-02	1.457700e-01	2.914999e-07	1.992890e-05	0.000000e+00	1.393438e-10	0.000000e+00	2.915001e-04	2.914999e-04	2.915001e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-2.915001e-04	5.323762e-17
1.004167713983818e-09	3.333767e-04	5.000000e-02	1.000000e-01	5.000000e-02	1.667086e-01	3.333608e-07	2.021791e-05	0.000000e+00	1.585443e-08	0.000000e+00	3.333767e-04	3.333608e-04	3.333767e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-3.333767e-04	6.345962e-17
1.004821989166994e-09	3.857182e-04	5.000000e-02	1.000000e-01	5.000000e-02	1.928796e-01	3.857181e-07	2.046494e-05	0.000000e+00	1.502183e-10	0.000000e+00	3.857182e-04	3.857180e-04	3.857182e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-3.857182e-04	7.635033e-17
1.005557278149160e-09	4.445409e-04	5.000000e-02	1.000000e-01	5.000000e-02	2.222911e-01	4.445251e-07	2.066094e-05	0.000000e+00	1.584541e-08	0.000000e+00	4.445409e-04	4.445251e-04	4.445409e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-4.445409e-04	9.091882e-17
1.006512506004703e-09	5.209587e-04	5.000000e-02	1.000000e-01	5.000000e-02	2.605003e-01	5.209586e-07	2.085705e-05	0.000000e+00	1.577966e-10	0.000000e+00	5.209587e-04	5.209586e-04	5.209587e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-5.209587e-04	1.099036e-16
1.007674722901373e-09	6.139357e-04	5.000000e-02	1.000000e-01	5.000000e-02	3.069889e-01	6.139199e-07	2.106005e-05	0.000000e+00	1.583943e-08	0.000000e+00	6.139357e-04	6.139199e-04	6.139357e-04	5.000000e-06	-5.000000e-06	-5.000000e-06	-6.139357e-04	1.330378e-16
