Freq.	V(aggr_in)	V(aggr_mid)	V(aggr_mid2)	V(aggr_out)	V(shield_a)	V(shield_b)	V(v_abs)	V(vic_in)	V(vic_mid)	V(vic_noise)	V(vic_out)	V(vnoise_out)	I(B_VNOISE_ABS)	I(CAGG1)	I(CCOUP1)	I(CCOUP2)	I(CVIC)	I(EMUT)	I(EVNOISE)	I(RAGG1)	I(RAGG2)	I(RMUT_SRC)	I(ROUT)	I(RSHIELD)	I(RTERM_AGG)	I(RTERM_VIC)	I(RVIC1)	I(RVIC2)	I(RVIC_NOISE)	I(VAGG)	I(VIC_SRC)	I(VSHIELD_REF)
1.77827941003891e+10	(0.00000000000000e+00dB,7.95138670365879e-16°)	(-1.90759867288095e+01dB,-8.14716127335222e+01°)	(-1.90759867288095e+01dB,-8.14716127335222e+01°)	(-2.25978119099232e+01dB,-8.14716127335222e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15698054082706e+02dB,8.52754193323001e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.45373983813154e+02dB,-1.62943067703474e+02°)	(-1.34256781015695e+02dB,-8.14716127335222e+01°)	(-2.48895808994267e+02dB,-1.62943067703474e+02°)	(-2.45373983813154e+02dB,-1.62943067703474e+02°)	(-infdB,0.00000000000000e+00°)	(-2.80553794788698e+01dB,8.52838726647778e+00°)	(-1.80240581357499e+02dB,8.52754195013634e+00°)	(-3.70842045977570e+02dB,9.85275447226641e+01°)	(-2.54353376563214e+02dB,-7.29430677034738e+01°)	(-2.54256784597465e+02dB,9.85285448219667e+01°)	(-2.79353383899874e+02dB,1.70569322965262e+01°)	(-2.80492797401448e+01dB,6.38140894492588e+00°)	(-5.65772119966435e+01dB,-8.14716127335222e+01°)	(-infdB,0.00000000000000e+00°)	(-2.79353383899874e+02dB,-1.62943067703474e+02°)	(-1.80240581357499e+02dB,-1.71472458066770e+02°)	(-5.65772119966435e+01dB,-8.14716127335222e+01°)	(-2.82875209080988e+02dB,-1.62943067703474e+02°)	(-2.73332783986595e+02dB,1.70569322965262e+01°)	(-2.82875209080988e+02dB,-1.62943067703474e+02°)	(-2.54256784597465e+02dB,-8.14714551780333e+01°)	(-2.80492797401448e+01dB,-1.73618591055074e+02°)	(-2.73332783986595e+02dB,-1.62943067703474e+02°)	(-1.80240581357499e+02dB,8.52754193323001e+00°)
1.99526231496887e+10	(0.00000000000000e+00dB,7.95138670365879e-16°)	(-2.00562978103098e+01dB,-8.23875411658541e+01°)	(-2.00562978103098e+01dB,-8.23875411658541e+01°)	(-2.35781229914234e+01dB,-8.23875411658541e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15678365164451e+02dB,7.61151035464187e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.47334608583627e+02dB,-1.64774941085229e+02°)	(-1.35237092097196e+02dB,-8.23875411658541e+01°)	(-2.50856433764741e+02dB,-1.64774941085229e+02°)	(-2.47334608583627e+02dB,-1.64774941085229e+02°)	(-infdB,0.00000000000000e+00°)	(-2.80356905603700e+01dB,7.61245883414590e+00°)	(-1.80220892439244e+02dB,7.61151037361109e+00°)	(-3.69822357629051e+02dB,9.76115123384332e+01°)	(-2.55314001333687e+02dB,-7.47749410852285e+01°)	(-2.55237094955223e+02dB,9.76125998936326e+01°)	(-2.81314008670347e+02dB,1.52250589147715e+01°)	(-2.80308446221772e+01dB,5.69877821008462e+00°)	(-5.75575230781438e+01dB,-8.23875411658541e+01°)	(-infdB,0.00000000000000e+00°)	(-2.81314008670347e+02dB,-1.64774941085229e+02°)	(-1.80220892439244e+02dB,-1.72388489645358e+02°)	(-5.75575230781438e+01dB,-8.23875411658541e+01°)	(-2.84835833851461e+02dB,-1.64774941085229e+02°)	(-2.75293408757068e+02dB,1.52250589147715e+01°)	(-2.84835833851461e+02dB,-1.64774941085229e+02°)	(-2.55237094955223e+02dB,-8.23874001063674e+01°)	(-2.80308446221772e+01dB,-1.74301221789915e+02°)	(-2.75293408757068e+02dB,-1.64774941085229e+02°)	(-1.80220892439244e+02dB,7.61151035464187e+00°)
2.23872113856832e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.10405944856822e+01dB,-8.32071893259161e+01°)	(-2.10405944856822e+01dB,-8.32071893259161e+01°)	(-2.45624196667958e+01dB,-8.32071893259161e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15662661840132e+02dB,6.79174646257690e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.49303205548966e+02dB,-1.66414252308849e+02°)	(-1.36221388772568e+02dB,-8.32071893259161e+01°)	(-2.52825030730080e+02dB,-1.66414252308849e+02°)	(-2.49303205548966e+02dB,-1.66414252308849e+02°)	(-infdB,0.00000000000000e+00°)	(-2.80199872357424e+01dB,6.79281067408391e+00°)	(-1.80205189114925e+02dB,6.79174648386071e+00°)	(-3.68806654760992e+02dB,9.67917478721257e+01°)	(-2.56282598299026e+02dB,-7.64142523088493e+01°)	(-2.56221391051003e+02dB,9.67929368488334e+01°)	(-2.83282605635686e+02dB,1.35857476911508e+01°)	(-2.80161374847324e+01dB,5.08711059201961e+00°)	(-5.85418197535162e+01dB,-8.32071893259161e+01°)	(-infdB,0.00000000000000e+00°)	(-2.83282605635686e+02dB,-1.66414252308849e+02°)	(-1.80205189114925e+02dB,-1.73208253537423e+02°)	(-5.85418197535162e+01dB,-8.32071893259161e+01°)	(-2.86804430816800e+02dB,-1.66414252308849e+02°)	(-2.77262005722407e+02dB,1.35857476911508e+01°)	(-2.86804430816800e+02dB,-1.66414252308849e+02°)	(-2.56221391051003e+02dB,-8.32070631511666e+01°)	(-2.80161374847324e+01dB,-1.74912889407980e+02°)	(-2.77262005722407e+02dB,-1.66414252308849e+02°)	(-1.80205189114925e+02dB,6.79174646257690e+00°)
2.51188643150956e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.20280803006935e+01dB,-8.39400735507167e+01°)	(-2.20280803006935e+01dB,-8.39400735507167e+01°)	(-2.55499054818071e+01dB,-8.39400735507167e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15650147655531e+02dB,6.05873238433322e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.51278181996121e+02dB,-1.67880034171901e+02°)	(-1.37208874587579e+02dB,-8.39400735507167e+01°)	(-2.54800007177235e+02dB,-1.67880034171901e+02°)	(-2.51278181996121e+02dB,-1.67880034171901e+02°)	(-infdB,0.00000000000000e+00°)	(-2.80074730507537e+01dB,6.05992644928333e+00°)	(-1.80192674930324e+02dB,6.05873240821404e+00°)	(-3.67794140941175e+02dB,9.60587333851369e+01°)	(-2.57257574746182e+02dB,-7.78800341719009e+01°)	(-2.57208876402626e+02dB,9.60600392270860e+01°)	(-2.85257582082842e+02dB,1.21199658280991e+01°)	(-2.80044147622255e+01dB,4.53962729037729e+00°)	(-5.95293055685275e+01dB,-8.39400735507167e+01°)	(-infdB,0.00000000000000e+00°)	(-2.85257582082842e+02dB,-1.67880034171901e+02°)	(-1.80192674930324e+02dB,-1.73941267615667e+02°)	(-5.95293055685275e+01dB,-8.39400735507167e+01°)	(-2.88779407263955e+02dB,-1.67880034171901e+02°)	(-2.79236982169562e+02dB,1.21199658280991e+01°)	(-2.88779407263955e+02dB,-1.67880034171901e+02°)	(-2.57208876402626e+02dB,-8.39399607729140e+01°)	(-2.80044147622255e+01dB,-1.75460372709623e+02°)	(-2.79236982169562e+02dB,-1.67880034171901e+02°)	(-1.80192674930324e+02dB,6.05873238433322e+00°)
2.81838293126443e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.30181141685479e+01dB,-8.45949464261183e+01°)	(-2.30181141685479e+01dB,-8.45949464261183e+01°)	(-2.65399393496616e+01dB,-8.45949464261183e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15640181523874e+02dB,5.40371381097205e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.53258256009904e+02dB,-1.69189791970622e+02°)	(-1.38198908455434e+02dB,-8.45949464261183e+01°)	(-2.56780081191018e+02dB,-1.69189791970622e+02°)	(-2.53258256009904e+02dB,-1.69189791970622e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79975069186082e+01dB,5.40505357388167e+00°)	(-1.80182708798667e+02dB,5.40371383776678e+00°)	(-3.66784175100779e+02dB,9.54037145211501e+01°)	(-2.58237648759964e+02dB,-7.91897919706223e+01°)	(-2.58198909900488e+02dB,9.54051543180528e+01°)	(-2.87237656096625e+02dB,1.08102080293777e+01°)	(-2.79950774138816e+01dB,4.05002012313733e+00°)	(-6.05193394363820e+01dB,-8.45949464261183e+01°)	(-infdB,0.00000000000000e+00°)	(-2.87237656096625e+02dB,-1.69189791970622e+02°)	(-1.80182708798667e+02dB,-1.74596286189028e+02°)	(-6.05193394363820e+01dB,-8.45949464261183e+01°)	(-2.90759481277738e+02dB,-1.69189791970622e+02°)	(-2.81217056183345e+02dB,1.08102080293777e+01°)	(-2.90759481277738e+02dB,-1.69189791970622e+02°)	(-2.58198909900488e+02dB,-8.45948456819472e+01°)	(-2.79950774138816e+01dB,-1.75949979876863e+02°)	(-2.81217056183345e+02dB,-1.69189791970622e+02°)	(-1.80182708798667e+02dB,5.40371381097205e+00°)
3.16227766016836e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.40101814578066e+01dB,-8.51798038820032e+01°)	(-2.40101814578066e+01dB,-8.51798038820032e+01°)	(-2.75320066389202e+01dB,-8.51798038820032e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15632248813747e+02dB,4.81869287928788e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.55242398662963e+02dB,-1.70359517686207e+02°)	(-1.39190975744692e+02dB,-8.51798038820032e+01°)	(-2.58764223844077e+02dB,-1.70359517686207e+02°)	(-2.55242398662963e+02dB,-1.70359517686207e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79895742078668e+01dB,4.82019611799678e+00°)	(-1.80174776088541e+02dB,4.81869290935205e+00°)	(-3.65776242622965e+02dB,9.48186933830064e+01°)	(-2.59221791413023e+02dB,-8.03595176862075e+01°)	(-2.59190976894637e+02dB,9.48202860704051e+01°)	(-2.89221798749683e+02dB,9.64048231379252e+00°)	(-2.79876442287524e+01dB,3.61247497756238e+00°)	(-6.15114067256406e+01dB,-8.51798038820032e+01°)	(-infdB,0.00000000000000e+00°)	(-2.89221798749683e+02dB,-1.70359517686207e+02°)	(-1.80174776088541e+02dB,-1.75181307120712e+02°)	(-6.15114067256406e+01dB,-8.51798038820032e+01°)	(-2.92743623930797e+02dB,-1.70359517686207e+02°)	(-2.83201198836404e+02dB,9.64048231379252e+00°)	(-2.92743623930797e+02dB,-1.70359517686207e+02°)	(-2.59190976894637e+02dB,-8.51797139295949e+01°)	(-2.79876442287524e+01dB,-1.76387525022438e+02°)	(-2.83201198836404e+02dB,-1.70359517686207e+02°)	(-1.80174776088541e+02dB,4.81869287928788e+00°)
3.54813389233573e+10	(0.00000000000000e+00dB,3.97569335182940e-16°)	(-2.50038699394153e+01dB,-8.57019123183059e+01°)	(-2.50038699394153e+01dB,-8.57019123183059e+01°)	(-2.85256951205289e+01dB,-8.57019123183059e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15625937296130e+02dB,4.29640102012156e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.57229785927953e+02dB,-1.71403744234276e+02°)	(-1.40184664226301e+02dB,-8.57019123183059e+01°)	(-2.60751611109066e+02dB,-1.71403744234276e+02°)	(-2.57229785927953e+02dB,-1.71403744234276e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79832626894755e+01dB,4.29808768169407e+00°)	(-1.80168464570923e+02dB,4.29640105385412e+00°)	(-3.64769931290487e+02dB,9.42964013772740e+01°)	(-2.60209178678013e+02dB,-8.14037442342760e+01°)	(-2.60184665141062e+02dB,9.42981679683616e+01°)	(-2.91209186014673e+02dB,8.59625576572404e+00°)	(-2.79817295386081e+01dB,3.22167229589616e+00°)	(-6.25050952072493e+01dB,-8.57019123183059e+01°)	(-infdB,0.00000000000000e+00°)	(-2.91209186014673e+02dB,-1.71403744234276e+02°)	(-1.80168464570923e+02dB,-1.75703598979878e+02°)	(-6.25050952072493e+01dB,-8.57019123183059e+01°)	(-2.94731011195787e+02dB,-1.71403744234276e+02°)	(-2.85188586101394e+02dB,8.59625576572404e+00°)	(-2.94731011195787e+02dB,-1.71403744234276e+02°)	(-2.60184665141062e+02dB,-8.57018320316384e+01°)	(-2.79817295386081e+01dB,-1.76778327704104e+02°)	(-2.85188586101394e+02dB,-1.71403744234276e+02°)	(-1.80168464570923e+02dB,4.29640102012156e+00°)
3.98107170553494e+10	(1.92865493310657e-15dB,0.00000000000000e+00°)	(-2.59988499772941e+01dB,-8.61678480972315e+01°)	(-2.59988499772941e+01dB,-8.61678480972315e+01°)	(-2.95206751584077e+01dB,-8.61678480972315e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15620917334983e+02dB,3.83025943735812e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.59219759081812e+02dB,-1.72335624447760e+02°)	(-1.41179644264180e+02dB,-8.61678480972315e+01°)	(-2.62741584262926e+02dB,-1.72335624447760e+02°)	(-2.59219759081812e+02dB,-1.72335624447760e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79782427273543e+01dB,3.83215190276850e+00°)	(-1.80163444609777e+02dB,3.83025947520668e+00°)	(-3.63764911476785e+02dB,9.38302596905204e+01°)	(-2.61199151831872e+02dB,-8.23356244477604e+01°)	(-2.61179644991640e+02dB,9.38322235409865e+01°)	(-2.93199159168533e+02dB,7.66437555223956e+00°)	(-2.79770248142099e+01dB,2.87277246708665e+00°)	(-6.35000752451281e+01dB,-8.61678480972315e+01°)	(-infdB,0.00000000000000e+00°)	(-2.93199159168533e+02dB,-1.72335624447760e+02°)	(-1.80163444609777e+02dB,-1.76169740562642e+02°)	(-6.35000752451281e+01dB,-8.61678480972315e+01°)	(-2.96720984349646e+02dB,-1.72335624447760e+02°)	(-2.87178559255253e+02dB,7.66437555223956e+00°)	(-2.96720984349646e+02dB,-1.72335624447760e+02°)	(-2.61179644991640e+02dB,-8.61677764590135e+01°)	(-2.79770248142099e+01dB,-1.77127227532913e+02°)	(-2.87178559255253e+02dB,-1.72335624447760e+02°)	(-1.80163444609777e+02dB,3.83025943735812e+00°)
4.46683592150960e+10	(1.92865493310657e-15dB,0.00000000000000e+00°)	(-2.69948583403920e+01dB,-8.65835439236991e+01°)	(-2.69948583403920e+01dB,-8.65835439236991e+01°)	(-3.05166835215056e+01dB,-8.65835439236991e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15616925699308e+02dB,3.41433269518649e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.61211792359216e+02dB,-1.73167023836979e+02°)	(-1.42175652627278e+02dB,-8.65835439236991e+01°)	(-2.64733617540329e+02dB,-1.73167023836979e+02°)	(-2.61211792359216e+02dB,-1.73167023836979e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79742510904522e+01dB,3.41645607630086e+00°)	(-1.80159452974101e+02dB,3.41433273765327e+00°)	(-3.62760919958473e+02dB,9.34143328745990e+01°)	(-2.62191185109276e+02dB,-8.31670238369790e+01°)	(-2.62175653205650e+02dB,9.34165199825180e+01°)	(-2.95191192445936e+02dB,6.83297616302101e+00°)	(-2.79732835958394e+01dB,2.56139181919976e+00°)	(-6.44960836082260e+01dB,-8.65835439236991e+01°)	(-infdB,0.00000000000000e+00°)	(-2.95191192445936e+02dB,-1.73167023836979e+02°)	(-1.80159452974101e+02dB,-1.76585667304814e+02°)	(-6.44960836082260e+01dB,-8.65835439236991e+01°)	(-2.98713017627050e+02dB,-1.73167023836979e+02°)	(-2.89170592532656e+02dB,6.83297616302101e+00°)	(-2.98713017627050e+02dB,-1.73167023836979e+02°)	(-2.62175653205650e+02dB,-8.65834800174820e+01°)	(-2.79732835958394e+01dB,-1.77438608180800e+02°)	(-2.89170592532656e+02dB,-1.73167023836979e+02°)	(-1.80159452974101e+02dB,3.41433269518649e+00°)
5.01187233627268e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.79916850539165e+01dB,-8.69543382940601e+01°)	(-2.79916850539165e+01dB,-8.69543382940601e+01°)	(-3.15135102350302e+01dB,-8.69543382940601e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15613752414377e+02dB,3.04327923314433e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.63205466692207e+02dB,-1.73908619486751e+02°)	(-1.43172479340802e+02dB,-8.69543382940601e+01°)	(-2.66727291873321e+02dB,-1.73908619486751e+02°)	(-2.63205466692207e+02dB,-1.73908619486751e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79710778039768e+01dB,3.04566170593989e+00°)	(-1.80156279689170e+02dB,3.04327928079284e+00°)	(-3.61757746766921e+02dB,9.30432793602716e+01°)	(-2.63184859442267e+02dB,-8.39086194867505e+01°)	(-2.63172479800554e+02dB,9.30457187039106e+01°)	(-2.97184866778927e+02dB,6.09138051324948e+00°)	(-2.79703092341648e+01dB,2.28357324880157e+00°)	(-6.54929103217505e+01dB,-8.69543382940601e+01°)	(-infdB,0.00000000000000e+00°)	(-2.97184866778927e+02dB,-1.73908619486751e+02°)	(-1.80156279689170e+02dB,-1.76956720766856e+02°)	(-6.54929103217505e+01dB,-8.69543382940601e+01°)	(-3.00706691960041e+02dB,-1.73908619486751e+02°)	(-2.91164266865648e+02dB,6.09138051324948e+00°)	(-3.00706691960041e+02dB,-1.73908619486751e+02°)	(-2.63172479800554e+02dB,-8.69542812960894e+01°)	(-2.79703092341648e+01dB,-1.77716426751198e+02°)	(-2.91164266865648e+02dB,-1.73908619486751e+02°)	(-1.80156279689170e+02dB,3.04327923314433e+00°)
5.62341325190345e+10	(1.92865493310657e-15dB,0.00000000000000e+00°)	(-2.89891627694641e+01dB,-8.72850254218056e+01°)	(-2.89891627694641e+01dB,-8.72850254218056e+01°)	(-3.25109879505778e+01dB,-8.72850254218056e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15611230131869e+02dB,2.71230139975136e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.65200448497456e+02dB,-1.74569999907807e+02°)	(-1.44169957056350e+02dB,-8.72850254218056e+01°)	(-2.68722273678569e+02dB,-1.74569999907807e+02°)	(-2.65200448497456e+02dB,-1.74569999907807e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79685555195244e+01dB,2.71497457819445e+00°)	(-1.80153757406662e+02dB,2.71230145321386e+00°)	(-3.60755224558684e+02dB,9.27123014898208e+01°)	(-2.64179841247516e+02dB,-8.45699999078072e+01°)	(-2.64169957421755e+02dB,9.27150254070468e+01°)	(-2.99179848584176e+02dB,5.43000009219278e+00°)	(-2.79679449677919e+01dB,2.03575428787935e+00°)	(-6.64903880372981e+01dB,-8.72850254218056e+01°)	(-infdB,0.00000000000000e+00°)	(-2.99179848584176e+02dB,-1.74569999907807e+02°)	(-1.80153757406662e+02dB,-1.77287698600249e+02°)	(-6.64903880372981e+01dB,-8.72850254218056e+01°)	(-3.02701673765290e+02dB,-1.74569999907807e+02°)	(-2.93159248670896e+02dB,5.43000009219278e+00°)	(-3.02701673765290e+02dB,-1.74569999907807e+02°)	(-2.64169957421755e+02dB,-8.72849745929532e+01°)	(-2.79679449677919e+01dB,-1.77964245712121e+02°)	(-2.93159248670896e+02dB,-1.74569999907807e+02°)	(-1.80153757406662e+02dB,2.71230139975136e+00°)
6.30957344480188e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.99871582032437e+01dB,-8.75799039421188e+01°)	(-2.99871582032437e+01dB,-8.75799039421188e+01°)	(-3.35089833843574e+01dB,-8.75799039421188e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15609225568096e+02dB,2.41709670233695e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.67196472612034e+02dB,-1.75159762446080e+02°)	(-1.45167952490130e+02dB,-8.75799039421188e+01°)	(-2.70718297793147e+02dB,-1.75159762446080e+02°)	(-2.67196472612034e+02dB,-1.75159762446080e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79665509533040e+01dB,2.42009605788117e+00°)	(-1.80151752842890e+02dB,2.41709676232286e+00°)	(-3.59753220053968e+02dB,9.24170967661467e+01°)	(-2.65175865362094e+02dB,-8.51597624460805e+01°)	(-2.65167952780514e+02dB,9.24201413798845e+01°)	(-3.01175872698754e+02dB,4.84023755391953e+00°)	(-2.79660659238910e+01dB,1.81473450468257e+00°)	(-6.74883834710777e+01dB,-8.75799039421188e+01°)	(-infdB,0.00000000000000e+00°)	(-3.01175872698754e+02dB,-1.75159762446080e+02°)	(-1.80151752842890e+02dB,-1.77582903297663e+02°)	(-6.74883834710777e+01dB,-8.75799039421188e+01°)	(-3.04697697879868e+02dB,-1.75159762446080e+02°)	(-2.95155272785475e+02dB,4.84023755391953e+00°)	(-3.04697697879868e+02dB,-1.75159762446080e+02°)	(-2.65167952780514e+02dB,-8.75798586201155e+01°)	(-2.79660659238910e+01dB,-1.78185265495317e+02°)	(-2.95155272785475e+02dB,-1.75159762446080e+02°)	(-1.80151752842890e+02dB,2.41709670233695e+00°)
7.07945784384132e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.09855652600650e+01dB,-8.78428233351548e+01°)	(-3.09855652600650e+01dB,-8.78428233351548e+01°)	(-3.45073904411786e+01dB,-8.78428233351548e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15607632627999e+02dB,2.15381133257438e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.69193328616226e+02dB,-1.75685606129523e+02°)	(-1.46166359546951e+02dB,-8.78428233351548e+01°)	(-2.72715153797339e+02dB,-1.75685606129523e+02°)	(-2.69193328616226e+02dB,-1.75685606129523e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79649580101252e+01dB,2.15717666484521e+00°)	(-1.80150159902792e+02dB,2.15381139987968e+00°)	(-3.58751627160820e+02dB,9.21538113777790e+01°)	(-2.66172721366286e+02dB,-8.56856061295234e+01°)	(-2.66166359777695e+02dB,9.21572170727468e+01°)	(-3.03172728702946e+02dB,4.31439387047665e+00°)	(-2.79645726892202e+01dB,1.61764348359119e+00°)	(-6.84867905278990e+01dB,-8.78428233351548e+01°)	(-infdB,0.00000000000000e+00°)	(-3.03172728702946e+02dB,-1.75685606129523e+02°)	(-1.80150159902792e+02dB,-1.77846188667426e+02°)	(-6.84867905278990e+01dB,-8.78428233351548e+01°)	(-3.06694553884060e+02dB,-1.75685606129523e+02°)	(-2.97152128789667e+02dB,4.31439387047665e+00°)	(-3.06694553884060e+02dB,-1.75685606129523e+02°)	(-2.66166359777695e+02dB,-8.78427829272532e+01°)	(-2.79645726892202e+01dB,-1.78382356516409e+02°)	(-2.97152128789667e+02dB,-1.75685606129523e+02°)	(-1.80150159902792e+02dB,2.15381133257438e+00°)
7.94328234724275e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.19842995238116e+01dB,-8.80772274559742e+01°)	(-3.19842995238116e+01dB,-8.80772274559742e+01°)	(-3.55061247049252e+01dB,-8.80772274559742e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15606366895625e+02dB,1.91899657911417e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.71190849908798e+02dB,-1.76154418728246e+02°)	(-1.47165093810697e+02dB,-8.80772274559742e+01°)	(-2.74712675089912e+02dB,-1.76154418728246e+02°)	(-2.71190849908798e+02dB,-1.76154418728246e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79636922738718e+01dB,1.92277254402578e+00°)	(-1.80148894170418e+02dB,1.91899665463196e+00°)	(-3.57750361465764e+02dB,9.19189966111387e+01°)	(-2.67170242658858e+02dB,-8.61544187282457e+01°)	(-2.67165093994036e+02dB,9.19228085678847e+01°)	(-3.05170249995518e+02dB,3.84558127175432e+00°)	(-2.79633861558813e+01dB,1.44191016685199e+00°)	(-6.94855247916456e+01dB,-8.80772274559742e+01°)	(-infdB,0.00000000000000e+00°)	(-3.05170249995518e+02dB,-1.76154418728246e+02°)	(-1.80148894170418e+02dB,-1.78081003420886e+02°)	(-6.94855247916456e+01dB,-8.80772274559742e+01°)	(-3.08692075176632e+02dB,-1.76154418728246e+02°)	(-2.99149650082239e+02dB,3.84558127175432e+00°)	(-3.08692075176632e+02dB,-1.76154418728246e+02°)	(-2.67165093994036e+02dB,-8.80771914321153e+01°)	(-2.79633861558813e+01dB,-1.78558089833148e+02°)	(-2.99149650082239e+02dB,-1.76154418728246e+02°)	(-1.80148894170418e+02dB,1.91899657911417e+00°)
8.91250938133738e+10	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.29832938508117e+01dB,-8.82861948679516e+01°)	(-3.29832938508117e+01dB,-8.82861948679516e+01°)	(-3.65051190319253e+01dB,-8.82861948679516e+01°)	(-infdB,0.00000000000000e+00°)	(-1.15605361227509e+02dB,1.70956842973639e+00°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.73188905012587e+02dB,-1.76572357421528e+02°)	(-1.48164088137697e+02dB,-8.82861948679516e+01°)	(-2.76710730193701e+02dB,-1.76572357421528e+02°)	(-2.73188905012587e+02dB,-1.76572357421528e+02°)	(-infdB,0.00000000000000e+00°)	(-2.79626866008719e+01dB,1.71380513204842e+00°)	(-1.80147888502302e+02dB,1.70956851446874e+00°)	(-3.56749355827306e+02dB,9.17095684524246e+01°)	(-2.68168297762647e+02dB,-8.65723574215279e+01°)	(-2.68164088283361e+02dB,9.17138372455363e+01°)	(-3.07168305099308e+02dB,3.42764257847206e+00°)	(-2.79624433970221e+01dB,1.28523401774439e+00°)	(-7.04845191186457e+01dB,-8.82861948679516e+01°)	(-infdB,0.00000000000000e+00°)	(-3.07168305099308e+02dB,-1.76572357421528e+02°)	(-1.80147888502302e+02dB,-1.78290431570264e+02°)	(-7.04845191186457e+01dB,-8.82861948679516e+01°)	(-3.10690130280421e+02dB,-1.76572357421528e+02°)	(-3.01147705186028e+02dB,3.42764257847206e+00°)	(-3.10690130280421e+02dB,-1.76572357421528e+02°)	(-2.68164088283361e+02dB,-8.82861627544637e+01°)	(-2.79624433970221e+01dB,-1.78714765982256e+02°)	(-3.01147705186028e+02dB,-1.76572357421528e+02°)	(-1.80147888502302e+02dB,1.70956842973639e+00°)
