Freq.	V(aggr_in)	V(aggr_mid)	V(aggr_mid2)	V(aggr_out)	V(shield_a)	V(shield_b)	V(v_abs)	V(vic_in)	V(vic_mid)	V(vic_noise)	V(vic_out)	V(vnoise_out)	I(B_VNOISE_ABS)	I(CAGG1)	I(CCOUP1)	I(CCOUP2)	I(CVIC)	I(EMUT)	I(EVNOISE)	I(RAGG1)	I(RAGG2)	I(RMUT_SRC)	I(ROUT)	I(RSHIELD)	I(RTERM_AGG)	I(RTERM_VIC)	I(RVIC1)	I(RVIC2)	I(RVIC_NOISE)	I(VAGG)	I(VIC_SRC)	I(VSHIELD_REF)
5.62341325190348e+06	(0.00000000000000e+00dB,-1.24240417244669e-17°)	(-2.49879404502795e+00dB,-1.20824118099038e-01°)	(-2.49879404502795e+00dB,-1.20824118099038e-01°)	(-6.02061922614157e+00dB,-1.20824118099038e-01°)	(-infdB,0.00000000000000e+00°)	(-1.69120861397979e+02dB,8.98791756145831e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12219745061681e+02dB,-2.41645967824240e-01°)	(-1.17679588331914e+02dB,-1.20824118099038e-01°)	(-2.15741570242795e+02dB,-2.41645967824240e-01°)	(-2.12219745061681e+02dB,-2.41645967824240e-01°)	(-infdB,0.00000000000000e+00°)	(-8.14781867950881e+01dB,8.98791758819010e+01°)	(-2.33663388672772e+02dB,8.98791756145885e+01°)	(-4.94264515161825e+02dB,-1.79719806279034e+02°)	(-2.91199137811741e+02dB,8.97583540321758e+01°)	(-2.37679751190093e+02dB,1.79879178147304e+02°)	(-2.46199145148401e+02dB,1.79758354032176e+02°)	(-3.99997103173763e+01dB,3.62461608766515e-01°)	(-4.00000193128620e+01dB,-1.20824118099038e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199145148401e+02dB,-2.41645967824240e-01°)	(-2.33663388672772e+02dB,-9.01208243854169e+01°)	(-4.00000193128620e+01dB,-1.20824118099038e-01°)	(-2.49720970329515e+02dB,-2.41645967824240e-01°)	(-2.40178545235122e+02dB,1.79758354032176e+02°)	(-2.49720970329515e+02dB,-2.41645967824240e-01°)	(-2.37679751190093e+02dB,-1.20821852696072e-01°)	(-3.99997103173763e+01dB,-1.79637538391234e+02°)	(-2.40178545235122e+02dB,-2.41645967824240e-01°)	(-2.33663388672772e+02dB,8.98791756145831e+01°)
6.30957344480192e+06	(0.00000000000000e+00dB,1.24240417244669e-17°)	(-2.49879904560468e+00dB,-1.35566838200138e-01°)	(-2.49879904560468e+00dB,-1.35566838200138e-01°)	(-6.02062422671831e+00dB,-1.35566838200138e-01°)	(-infdB,0.00000000000000e+00°)	(-1.68120866398556e+02dB,8.98644328618643e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12219755062647e+02dB,-2.71131131245901e-01°)	(-1.17679593332491e+02dB,-1.35566838200138e-01°)	(-2.15741580243761e+02dB,-2.71131131245901e-01°)	(-2.12219755062647e+02dB,-2.71131131245901e-01°)	(-infdB,0.00000000000000e+00°)	(-8.04781917956649e+01dB,8.98644331617999e+01°)	(-2.32663393673349e+02dB,8.98644328618703e+01°)	(-4.92264563918854e+02dB,-1.79778158585786e+02°)	(-2.90199147812707e+02dB,8.97288688687541e+01°)	(-2.37679756190483e+02dB,1.79864435703621e+02°)	(-2.46199155149367e+02dB,1.79728868868754e+02°)	(-3.99996353147527e+01dB,4.06685336313258e-01°)	(-4.00000243134387e+01dB,-1.35566838200138e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199155149367e+02dB,-2.71131131245901e-01°)	(-2.32663393673349e+02dB,-9.01355671381357e+01°)	(-4.00000243134387e+01dB,-1.35566838200138e-01°)	(-2.49720980330481e+02dB,-2.71131131245901e-01°)	(-2.40178555236088e+02dB,1.79728868868754e+02°)	(-2.49720980330481e+02dB,-2.71131131245901e-01°)	(-2.37679756190483e+02dB,-1.35564296379130e-01°)	(-3.99996353147527e+01dB,-1.79593314663687e+02°)	(-2.40178555236088e+02dB,-2.71131131245901e-01°)	(-2.32663393673349e+02dB,8.98644328618643e+01°)
7.07945784384137e+06	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49880534094962e+00dB,-1.52108420755248e-01°)	(-2.49880534094962e+00dB,-1.52108420755248e-01°)	(-6.02063052206325e+00dB,-1.52108420755248e-01°)	(-infdB,0.00000000000000e+00°)	(-1.67120872693901e+02dB,8.98478912427115e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12219767653101e+02dB,-3.04213985804458e-01°)	(-1.17679599627835e+02dB,-1.52108420755248e-01°)	(-2.15741592834215e+02dB,-3.04213985804458e-01°)	(-2.12219767653101e+02dB,-3.04213985804458e-01°)	(-infdB,0.00000000000000e+00°)	(-7.94781980910098e+01dB,8.98478915792448e+01°)	(-2.31663399968694e+02dB,8.98478912427183e+01°)	(-4.90264604971568e+02dB,-1.79833567661648e+02°)	(-2.89199160403161e+02dB,8.96957860141955e+01°)	(-2.37679762485592e+02dB,1.79847894431211e+02°)	(-2.46199167739821e+02dB,1.79695786014196e+02°)	(-3.99995408941312e+01dB,4.56303822682247e-01°)	(-4.00000306087836e+01dB,-1.52108420755248e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199167739821e+02dB,-3.04213985804458e-01°)	(-2.31663399968694e+02dB,-9.01521087572885e+01°)	(-4.00000306087836e+01dB,-1.52108420755248e-01°)	(-2.49720992920935e+02dB,-3.04213985804458e-01°)	(-2.40178567826542e+02dB,1.79695786014196e+02°)	(-2.49720992920935e+02dB,-3.04213985804458e-01°)	(-2.37679762485592e+02dB,-1.52105568789303e-01°)	(-3.99995408941312e+01dB,-1.79543696177318e+02°)	(-2.40178567826542e+02dB,-3.04213985804458e-01°)	(-2.31663399968694e+02dB,8.98478912427115e+01°)
7.94328234724280e+06	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49881326630637e+00dB,-1.70668351325506e-01°)	(-2.49881326630637e+00dB,-1.70668351325506e-01°)	(-6.02063844741999e+00dB,-1.70668351325506e-01°)	(-infdB,0.00000000000000e+00°)	(-1.66120880619257e+02dB,8.98293312710780e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12219783503517e+02dB,-3.41333498501985e-01°)	(-1.17679607553192e+02dB,-1.70668351325506e-01°)	(-2.15741608684631e+02dB,-3.41333498501985e-01°)	(-2.12219783503517e+02dB,-3.41333498501985e-01°)	(-infdB,0.00000000000000e+00°)	(-7.84782060163665e+01dB,8.98293316486745e+01°)	(-2.30663407894051e+02dB,8.98293312710856e+01°)	(-4.88264640505969e+02dB,-1.79886768595052e+02°)	(-2.88199176253578e+02dB,8.96586665014980e+01°)	(-2.37679770410651e+02dB,1.79829334848627e+02°)	(-2.46199183590238e+02dB,1.79658666501498e+02°)	(-3.99994220289194e+01dB,5.11974770323536e-01°)	(-4.00000385341404e+01dB,-1.70668351325506e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199183590238e+02dB,-3.41333498501985e-01°)	(-2.30663407894051e+02dB,-9.01706687289220e+01°)	(-4.00000385341404e+01dB,-1.70668351325506e-01°)	(-2.49721008771351e+02dB,-3.41333498501986e-01°)	(-2.40178583676958e+02dB,1.79658666501498e+02°)	(-2.49721008771351e+02dB,-3.41333498501985e-01°)	(-2.37679770410651e+02dB,-1.70665151372925e-01°)	(-3.99994220289194e+01dB,-1.79488025229676e+02°)	(-2.40178583676958e+02dB,-3.41333498501985e-01°)	(-2.30663407894051e+02dB,8.98293312710780e+01°)
8.91250938133744e+06	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49882324371881e+00dB,-1.91492893108013e-01°)	(-2.49882324371881e+00dB,-1.91492893108013e-01°)	(-6.02064842483243e+00dB,-1.91492893108013e-01°)	(-infdB,0.00000000000000e+00°)	(-1.65120890596670e+02dB,8.98085066832218e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12219803457968e+02dB,-3.82982191109947e-01°)	(-1.17679617530605e+02dB,-1.91492893108013e-01°)	(-2.15741628639082e+02dB,-3.82982191109947e-01°)	(-2.12219803457968e+02dB,-3.82982191109947e-01°)	(-infdB,0.00000000000000e+00°)	(-7.74782159937790e+01dB,8.98085071068920e+01°)	(-2.29663417871463e+02dB,8.98085066832302e+01°)	(-4.86264672414258e+02dB,-1.79938467211493e+02°)	(-2.87199196208029e+02dB,8.96170178088901e+01°)	(-2.37679780387689e+02dB,1.79808510697290e+02°)	(-2.46199203544689e+02dB,1.79617017808890e+02°)	(-3.99992723917264e+01dB,5.74435903529486e-01°)	(-4.00000485115528e+01dB,-1.91492893108013e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199203544689e+02dB,-3.82982191109947e-01°)	(-2.29663417871463e+02dB,-9.01914933167782e+01°)	(-4.00000485115528e+01dB,-1.91492893108013e-01°)	(-2.49721028725802e+02dB,-3.82982191109947e-01°)	(-2.40178603631409e+02dB,1.79617017808890e+02°)	(-2.49721028725802e+02dB,-3.82982191109947e-01°)	(-2.37679780387689e+02dB,-1.91489302710413e-01°)	(-3.99992723917264e+01dB,-1.79425564096471e+02°)	(-2.40178603631409e+02dB,-3.82982191109947e-01°)	(-2.29663417871463e+02dB,8.98085066832218e+01°)
9.99999999999998e+06	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49883580450428e+00dB,-2.14858352794653e-01°)	(-2.49883580450428e+00dB,-2.14858352794653e-01°)	(-6.02066098561790e+00dB,-2.14858352794653e-01°)	(-infdB,0.00000000000000e+00°)	(-1.64120903157455e+02dB,8.97851411718395e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12219828579068e+02dB,-4.29712671825607e-01°)	(-1.17679630091390e+02dB,-2.14858352794653e-01°)	(-2.15741653760182e+02dB,-4.29712671825607e-01°)	(-2.12219828579068e+02dB,-4.29712671825607e-01°)	(-infdB,0.00000000000000e+00°)	(-7.64782285545645e+01dB,8.97851416472054e+01°)	(-2.28663430432249e+02dB,8.97851411718490e+01°)	(-4.84264702395574e+02dB,-1.79989349425125e+02°)	(-2.86199221329129e+02dB,8.95702873281744e+01°)	(-2.37679792948004e+02dB,1.79785145675686e+02°)	(-2.46199228665789e+02dB,1.79570287328174e+02°)	(-3.99990840179699e+01dB,6.44514637750365e-01°)	(-4.00000610723383e+01dB,-2.14858352794653e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199228665789e+02dB,-4.29712671825607e-01°)	(-2.28663430432249e+02dB,-9.02148588281605e+01°)	(-4.00000610723383e+01dB,-2.14858352794653e-01°)	(-2.49721053846902e+02dB,-4.29712671825607e-01°)	(-2.40178628752509e+02dB,1.79570287328174e+02°)	(-2.49721053846902e+02dB,-4.29712671825607e-01°)	(-2.37679792948004e+02dB,-2.14854324313938e-01°)	(-3.99990840179699e+01dB,-1.79355485362250e+02°)	(-2.40178628752509e+02dB,-4.29712671825607e-01°)	(-2.28663430432249e+02dB,8.97851411718395e+01°)
1.12201845430196e+07	(0.00000000000000e+00dB,2.48480834489337e-17°)	(-2.49885161754464e+00dB,-2.41074744304345e-01°)	(-2.49885161754464e+00dB,-2.41074744304345e-01°)	(-6.02067679865826e+00dB,-2.41074744304345e-01°)	(-infdB,0.00000000000000e+00°)	(-1.63120918970496e+02dB,8.97589247223264e+01°)	(-infdB,0.00000000000000e+00°)	(-5.71956991761564e+02dB,9.00000000000000e+01°)	(-2.12219860204557e+02dB,-4.82144962667857e-01°)	(-1.17679645904430e+02dB,-2.41074744304345e-01°)	(-2.15741685385670e+02dB,-4.82144962667857e-01°)	(-2.12219860204557e+02dB,-4.82144962667857e-01°)	(-infdB,0.00000000000000e+00°)	(-7.54782443676048e+01dB,8.97589252556957e+01°)	(-2.27663446245289e+02dB,8.97589247223371e+01°)	(-4.82264732046456e+02dB,1.79959909671033e+02°)	(-2.85199252954617e+02dB,8.95178550373322e+01°)	(-2.37679808760451e+02dB,1.79758929775709e+02°)	(-2.46199260291277e+02dB,1.79517855037332e+02°)	(-3.99988468826274e+01dB,7.23138889668650e-01°)	(-4.00000768853786e+01dB,-2.41074744304345e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199260291277e+02dB,-4.82144962667857e-01°)	(-2.27663446245289e+02dB,-9.02410752776736e+01°)	(-4.00000768853786e+01dB,-2.41074744304345e-01°)	(-2.49721085472391e+02dB,-4.82144962667857e-01°)	(-2.40178660377997e+02dB,1.79517855037332e+02°)	(-2.49721085472391e+02dB,-4.82144962667857e-01°)	(-2.37679808760451e+02dB,-2.41070224291097e-01°)	(-3.99988468826274e+01dB,-1.79276861110331e+02°)	(-2.40178660377997e+02dB,-4.82144962667857e-01°)	(-2.27663446245289e+02dB,8.97589247223264e+01°)
1.25892541179416e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49887152490113e+00dB,-2.70489898680205e-01°)	(-2.49887152490113e+00dB,-2.70489898680205e-01°)	(-6.02069670601475e+00dB,-2.70489898680205e-01°)	(-infdB,0.00000000000000e+00°)	(-1.62120938877852e+02dB,8.97295095028697e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12219900018523e+02dB,-5.40974719194550e-01°)	(-1.17679665811787e+02dB,-2.70489898680205e-01°)	(-2.15741725199637e+02dB,-5.40974719194550e-01°)	(-2.12219900018523e+02dB,-5.40974719194550e-01°)	(-infdB,0.00000000000000e+00°)	(-7.44782642749613e+01dB,8.97295101013198e+01°)	(-2.26663466152646e+02dB,8.97295095028817e+01°)	(-4.80264762945849e+02dB,1.79908636857025e+02°)	(-2.84199292768584e+02dB,8.94590252808054e+01°)	(-2.37679828667061e+02dB,1.79729515172835e+02°)	(-2.46199300105244e+02dB,1.79459025280805e+02°)	(-3.99985483677839e+01dB,8.11349151138646e-01°)	(-4.00000967927351e+01dB,-2.70489898680205e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199300105244e+02dB,-5.40974719194550e-01°)	(-2.26663466152646e+02dB,-9.02704904971303e+01°)	(-4.00000967927351e+01dB,-2.70489898680205e-01°)	(-2.49721125286357e+02dB,-5.40974719194550e-01°)	(-2.40178700191964e+02dB,1.79459025280805e+02°)	(-2.49721125286357e+02dB,-5.40974719194550e-01°)	(-2.37679828667061e+02dB,-2.70484827165174e-01°)	(-3.99985483677839e+01dB,-1.79188650848861e+02°)	(-2.40178700191964e+02dB,-5.40974719194550e-01°)	(-2.26663466152646e+02dB,8.97295095028697e+01°)
1.41253754462275e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49889658664833e+00dB,-3.03494074229821e-01°)	(-2.49889658664833e+00dB,-3.03494074229821e-01°)	(-6.02072176776196e+00dB,-3.03494074229821e-01°)	(-infdB,0.00000000000000e+00°)	(-1.61120963939599e+02dB,8.96965052542981e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12219950141078e+02dB,-6.06982450696711e-01°)	(-1.17679690873534e+02dB,-3.03494074229821e-01°)	(-2.15741775322192e+02dB,-6.06982450696711e-01°)	(-2.12219950141078e+02dB,-6.06982450696711e-01°)	(-infdB,0.00000000000000e+00°)	(-7.34782893367085e+01dB,8.96965059257702e+01°)	(-2.25663491214393e+02dB,8.96965052543115e+01°)	(-4.78264796739173e+02dB,1.79856151862495e+02°)	(-2.83199342891139e+02dB,8.93930175493033e+01°)	(-2.37679853727869e+02dB,1.79696511616071e+02°)	(-2.46199350227799e+02dB,1.79393017549303e+02°)	(-3.99981725929257e+01dB,9.10311958508860e-01°)	(-4.00001218544823e+01dB,-3.03494074229821e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199350227799e+02dB,-6.06982450696711e-01°)	(-2.25663491214393e+02dB,-9.03034947457019e+01°)	(-4.00001218544823e+01dB,-3.03494074229821e-01°)	(-2.49721175408912e+02dB,-6.06982450696711e-01°)	(-2.40178750314519e+02dB,1.79393017549303e+02°)	(-2.49721175408912e+02dB,-6.06982450696711e-01°)	(-2.37679853727869e+02dB,-3.03488383929201e-01°)	(-3.99981725929257e+01dB,-1.79089688041491e+02°)	(-2.40178750314519e+02dB,-6.06982450696711e-01°)	(-2.25663491214393e+02dB,8.96965052542981e+01°)
1.58489319246111e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49892813731312e+00dB,-3.40525127435991e-01°)	(-2.49892813731312e+00dB,-3.40525127435991e-01°)	(-6.02075331842674e+00dB,-3.40525127435991e-01°)	(-infdB,0.00000000000000e+00°)	(-1.60120995490264e+02dB,8.96594741191600e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12220013241225e+02dB,-6.81043861923269e-01°)	(-1.17679722424199e+02dB,-3.40525127435991e-01°)	(-2.15741838422339e+02dB,-6.81043861923269e-01°)	(-2.12220013241225e+02dB,-6.81043861923269e-01°)	(-infdB,0.00000000000000e+00°)	(-7.24783208873733e+01dB,8.96594748725640e+01°)	(-2.24663522765058e+02dB,8.96594741191750e+01°)	(-4.76264835225933e+02dB,1.79801758350607e+02°)	(-2.82199405991286e+02dB,8.93189561380767e+01°)	(-2.37679885277350e+02dB,1.79659481257140e+02°)	(-2.46199413327946e+02dB,1.79318956138077e+02°)	(-3.99976995728007e+01dB,1.02133489557472e+00°)	(-4.00001534051471e+01dB,-3.40525127435991e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199413327946e+02dB,-6.81043861923269e-01°)	(-2.24663522765058e+02dB,-9.03405258808400e+01°)	(-4.00001534051471e+01dB,-3.40525127435991e-01°)	(-2.49721238509059e+02dB,-6.81043861923269e-01°)	(-2.40178813414666e+02dB,1.79318956138077e+02°)	(-2.49721238509059e+02dB,-6.81043861923269e-01°)	(-2.37679885277350e+02dB,-3.40518742860067e-01°)	(-3.99976995728007e+01dB,-1.78978665104425e+02°)	(-2.40178813414666e+02dB,-6.81043861923269e-01°)	(-2.24663522765058e+02dB,8.96594741191600e+01°)
1.77827941003892e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49896785692086e+00dB,-3.82074312339834e-01°)	(-2.49896785692086e+00dB,-3.82074312339834e-01°)	(-6.02079303803448e+00dB,-3.82074312339834e-01°)	(-infdB,0.00000000000000e+00°)	(-1.59121035209872e+02dB,8.96179248423269e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12220092678952e+02dB,-7.64141451738835e-01°)	(-1.17679762143807e+02dB,-3.82074312339834e-01°)	(-2.15741917860066e+02dB,-7.64141451738835e-01°)	(-2.12220092678952e+02dB,-7.64141451738835e-01°)	(-infdB,0.00000000000000e+00°)	(-7.14783606069810e+01dB,8.96179256876602e+01°)	(-2.23663562484665e+02dB,8.96179248423438e+01°)	(-4.74264880455517e+02dB,1.79744734690987e+02°)	(-2.81199485429012e+02dB,8.92358585482612e+01°)	(-2.37679924995469e+02dB,1.79617932851207e+02°)	(-2.46199492765673e+02dB,1.79235858548261e+02°)	(-3.99971041587627e+01dB,1.14588327215273e+00°)	(-4.00001931247549e+01dB,-3.82074312339833e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199492765673e+02dB,-7.64141451738835e-01°)	(-2.23663562484665e+02dB,-9.03820751576731e+01°)	(-4.00001931247549e+01dB,-3.82074312339834e-01°)	(-2.49721317946786e+02dB,-7.64141451738835e-01°)	(-2.40178892852393e+02dB,1.79235858548261e+02°)	(-2.49721317946786e+02dB,-7.64141451738835e-01°)	(-2.37679924995469e+02dB,-3.82067148793339e-01°)	(-3.99971041587627e+01dB,-1.78854116727847e+02°)	(-2.40178892852393e+02dB,-7.64141451738835e-01°)	(-2.23663562484665e+02dB,8.96179248423269e+01°)
1.99526231496888e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49901786042787e+00dB,-4.28692784061101e-01°)	(-2.49901786042787e+00dB,-4.28692784061101e-01°)	(-6.02084304154149e+00dB,-4.28692784061101e-01°)	(-infdB,0.00000000000000e+00°)	(-1.58121085213379e+02dB,8.95713062674594e+01°)	(-infdB,0.00000000000000e+00°)	(-5.65936391848285e+02dB,9.00000000000000e+01°)	(-2.12220192684092e+02dB,-8.57377520042879e-01°)	(-1.17679812147314e+02dB,-4.28692784061101e-01°)	(-2.15742017865206e+02dB,-8.57377520042879e-01°)	(-2.12220192684092e+02dB,-8.57377520042880e-01°)	(-infdB,0.00000000000000e+00°)	(-7.04784106104881e+01dB,8.95713072159389e+01°)	(-2.22663612488172e+02dB,8.95713062674784e+01°)	(-4.72264934836304e+02dB,1.79684324400803e+02°)	(-2.80199585434152e+02dB,8.91426224799571e+01°)	(-2.37679974997101e+02dB,1.79571315253478e+02°)	(-2.46199592770813e+02dB,1.79142622479957e+02°)	(-3.99963547084348e+01dB,1.28559861911640e+00°)	(-4.00002431282619e+01dB,-4.28692784061101e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199592770813e+02dB,-8.57377520042880e-01°)	(-2.22663612488172e+02dB,-9.04286937325406e+01°)	(-4.00002431282619e+01dB,-4.28692784061101e-01°)	(-2.49721417951926e+02dB,-8.57377520042879e-01°)	(-2.40178992857533e+02dB,1.79142622479957e+02°)	(-2.49721417951926e+02dB,-8.57377520042879e-01°)	(-2.37679974997101e+02dB,-4.28684746522277e-01°)	(-3.99963547084348e+01dB,-1.78714401380884e+02°)	(-2.40178992857533e+02dB,-8.57377520042880e-01°)	(-2.22663612488172e+02dB,8.95713062674594e+01°)
2.23872113856833e+07	(0.00000000000000e+00dB,4.96961668978674e-17°)	(-2.49908081029490e+00dB,-4.80998890932406e-01°)	(-2.49908081029490e+00dB,-4.80998890932406e-01°)	(-6.02090599140852e+00dB,-4.80998890932406e-01°)	(-infdB,0.00000000000000e+00°)	(-1.57121148163246e+02dB,8.95190000448561e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12220318581467e+02dB,-9.61988751902175e-01°)	(-1.17679875097181e+02dB,-4.80998890932406e-01°)	(-2.15742143762581e+02dB,-9.61988751902175e-01°)	(-2.12220318581467e+02dB,-9.61988751902175e-01°)	(-infdB,0.00000000000000e+00°)	(-6.94784735603551e+01dB,8.95190011090676e+01°)	(-2.21663675438039e+02dB,8.95190000448774e+01°)	(-4.70265001263856e+02dB,1.79619726129167e+02°)	(-2.79199711331527e+02dB,8.90380112480978e+01°)	(-2.37680037944607e+02dB,1.79519010127204e+02°)	(-2.46199718668187e+02dB,1.79038011248098e+02°)	(-3.99954114147625e+01dB,1.44231913193387e+00°)	(-4.00003060781289e+01dB,-4.80998890932406e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199718668187e+02dB,-9.61988751902175e-01°)	(-2.21663675438039e+02dB,-9.04809999551439e+01°)	(-4.00003060781289e+01dB,-4.80998890932406e-01°)	(-2.49721543849301e+02dB,-9.61988751902175e-01°)	(-2.40179118754908e+02dB,1.79038011248098e+02°)	(-2.49721543849301e+02dB,-9.61988751902176e-01°)	(-2.37680037944607e+02dB,-4.80989872796233e-01°)	(-3.99954114147625e+01dB,-1.78557680868066e+02°)	(-2.40179118754908e+02dB,-9.61988751902175e-01°)	(-2.21663675438039e+02dB,8.95190000448561e+01°)
2.51188643150957e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49916005818478e+00dB,-5.39686349437715e-01°)	(-2.49916005818478e+00dB,-5.39686349437715e-01°)	(-6.02098523929840e+00dB,-5.39686349437715e-01°)	(-infdB,0.00000000000000e+00°)	(-1.56121227411136e+02dB,8.94603124564973e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12220477074277e+02dB,-1.07936256727558e+00°)	(-1.17679954345071e+02dB,-5.39686349437715e-01°)	(-2.15742302255390e+02dB,-1.07936256727558e+00°)	(-2.12220477074277e+02dB,-1.07936256727558e+00°)	(-infdB,0.00000000000000e+00°)	(-6.84785528082450e+01dB,8.94603136505623e+01°)	(-2.20663754685929e+02dB,8.94603124565212e+01°)	(-4.68265083275035e+02dB,1.79550083054643e+02°)	(-2.78199869824337e+02dB,8.89206374327244e+01°)	(-2.37680117189526e+02dB,1.79460323768893e+02°)	(-2.46199877160997e+02dB,1.78920637432724e+02°)	(-3.99942242085082e+01dB,1.61810217435362e+00°)	(-4.00003853260188e+01dB,-5.39686349437715e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46199877160997e+02dB,-1.07936256727558e+00°)	(-2.20663754685929e+02dB,-9.05396875435027e+01°)	(-4.00003853260188e+01dB,-5.39686349437715e-01°)	(-2.49721702342111e+02dB,-1.07936256727558e+00°)	(-2.40179277247717e+02dB,1.78920637432724e+02°)	(-2.49721702342111e+02dB,-1.07936256727558e+00°)	(-2.37680117189526e+02dB,-5.39676231107137e-01°)	(-3.99942242085082e+01dB,-1.78381897825646e+02°)	(-2.40179277247717e+02dB,-1.07936256727558e+00°)	(-2.20663754685929e+02dB,8.94603124564973e+01°)
2.81838293126445e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49925982331104e+00dB,-6.05533406799703e-01°)	(-2.49925982331104e+00dB,-6.05533406799703e-01°)	(-6.02108500442467e+00dB,-6.05533406799703e-01°)	(-infdB,0.00000000000000e+00°)	(-1.55121327176262e+02dB,8.93944652534374e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12220676600790e+02dB,-1.21105544601854e+00°)	(-1.17680054110197e+02dB,-6.05533406799703e-01°)	(-2.15742501781904e+02dB,-1.21105544601854e+00°)	(-2.12220676600790e+02dB,-1.21105544601854e+00°)	(-infdB,0.00000000000000e+00°)	(-6.74786525733712e+01dB,8.93944665932003e+01°)	(-2.19663854451055e+02dB,8.93944652534642e+01°)	(-4.66265185236208e+02dB,1.79474471558912e+02°)	(-2.77200069350850e+02dB,8.87889445539815e+01°)	(-2.37680216950911e+02dB,1.79394477945893e+02°)	(-2.46200076687511e+02dB,1.78788944553981e+02°)	(-3.99927301272796e+01dB,1.81524891629763e+00°)	(-4.00004850911451e+01dB,-6.05533406799703e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46200076687511e+02dB,-1.21105544601854e+00°)	(-2.19663854451055e+02dB,-9.06055347465626e+01°)	(-4.00004850911450e+01dB,-6.05533406799703e-01°)	(-2.49721901868624e+02dB,-1.21105544601854e+00°)	(-2.40179476774231e+02dB,1.78788944553981e+02°)	(-2.49721901868624e+02dB,-1.21105544601854e+00°)	(-2.37680216950911e+02dB,-6.05522054106857e-01°)	(-3.99927301272796e+01dB,-1.78184751083702e+02°)	(-2.40179476774231e+02dB,-1.21105544601854e+00°)	(-2.19663854451055e+02dB,8.93944652534374e+01°)
