time	V(in1)	V(in2)	V(in3)	V(in4)	V(out1)	V(out2)	V(out3)	V(out4)	I(L1)	I(L2)	I(L3)	I(L4)	I(R1)	I(R2)	I(R3)	I(R4)	I(R_in2)	I(R_in4)	I(Vsource)	I(Vsource2)	L1:flux	L2:flux	L3:flux	L4:flux
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.882812480489244e-16	4.882813e-07	1.032148e-13	4.882813e-07	1.032045e-18	2.326230e-08	-1.032148e-13	2.326230e-08	-1.032045e-18	4.652460e-10	-2.064297e-15	4.652460e-10	-2.064090e-20	4.652460e-10	-2.064297e-15	4.652460e-10	-2.064090e-20	2.064297e-15	2.064090e-20	-4.652460e-10	-4.652460e-10	2.270600e-22	1.007957e-28	2.270600e-22	1.007857e-33
9.765624960978488e-16	9.765625e-07	3.096375e-13	9.765625e-07	3.096066e-18	4.653542e-08	-3.096375e-13	4.653541e-08	-3.096066e-18	9.307083e-10	-6.192751e-15	9.307082e-10	-6.192132e-20	9.307083e-10	-6.192751e-15	9.307082e-10	-6.192132e-20	6.192751e-15	6.192132e-20	-9.307083e-10	-9.307082e-10	6.811748e-22	4.031762e-28	6.811748e-22	4.031359e-33
1.953124992195698e-15	1.953125e-06	9.288847e-13	1.953125e-06	9.287919e-18	9.310327e-08	-9.288847e-13	9.310326e-08	-9.287919e-18	1.862065e-09	-1.857769e-14	1.862065e-09	-1.857584e-19	1.862065e-09	-1.857769e-14	1.862065e-09	-1.857584e-19	1.857769e-14	1.857584e-19	-1.862065e-09	-1.862065e-09	2.043503e-21	1.612671e-27	2.043503e-21	1.612509e-32
3.906249984391395e-15	3.906250e-06	3.405622e-12	3.906250e-06	3.405282e-17	1.863687e-07	-3.405622e-12	1.863687e-07	-3.405282e-17	3.727374e-09	-6.811244e-14	3.727374e-09	-6.810563e-19	3.727374e-09	-6.811244e-14	3.727374e-09	-6.810563e-19	6.811244e-14	6.810563e-19	-3.727374e-09	-3.727374e-09	7.492627e-21	1.007850e-26	7.492627e-21	1.007750e-31
7.812499968782791e-15	7.812500e-06	1.331039e-11	7.812500e-06	1.330906e-16	3.734186e-07	-1.331039e-11	3.734185e-07	-1.330906e-16	7.468372e-09	-2.662079e-13	7.468369e-09	-2.661813e-18	7.468372e-09	-2.662079e-13	7.468369e-09	-2.661813e-18	2.662079e-13	2.661813e-18	-7.468372e-09	-7.468369e-09	2.928748e-20	7.537544e-26	2.928748e-20	7.536791e-31
1.562499993756558e-14	1.562500e-05	5.291173e-11	1.562500e-05	5.290645e-16	7.495936e-07	-5.291173e-11	7.495930e-07	-5.290645e-16	1.499187e-08	-1.058235e-12	1.499186e-08	-1.058129e-17	1.499187e-08	-1.058235e-12	1.499186e-08	-1.058129e-17	1.058235e-12	1.058129e-17	-1.499187e-08	-1.499186e-08	1.164534e-19	5.927358e-25	1.164534e-19	5.926766e-30
3.124999987513116e-14	3.125000e-05	2.111745e-10	3.125000e-05	2.111535e-15	1.510241e-06	-2.111745e-10	1.510239e-06	-2.111535e-15	3.020482e-08	-4.223490e-12	3.020477e-08	-4.223069e-17	3.020482e-08	-4.223490e-12	3.020477e-08	-4.223069e-17	4.223490e-12	4.223069e-17	-3.020482e-08	-3.020477e-08	4.650094e-19	4.719084e-24	4.650095e-19	4.718612e-29
6.249999975026233e-14	6.250000e-05	8.430858e-10	6.250000e-05	8.430017e-15	3.064693e-06	-8.430858e-10	3.064684e-06	-8.430017e-15	6.129386e-08	-1.686172e-11	6.129368e-08	-1.686004e-16	6.129386e-08	-1.686172e-11	6.129368e-08	-1.686004e-16	1.686172e-11	1.686004e-16	-6.129386e-08	-6.129368e-08	1.858370e-18	3.766472e-23	1.858370e-18	3.766096e-28
1.249999995005247e-13	1.250000e-04	3.361639e-09	1.250000e-04	3.361305e-14	6.305983e-06	-3.361639e-09	6.305948e-06	-3.361305e-14	1.261197e-07	-6.723277e-11	1.261190e-07	-6.722609e-16	1.261197e-07	-6.723277e-11	1.261190e-07	-6.722609e-16	6.723277e-11	6.722609e-16	-1.261197e-07	-1.261190e-07	7.424911e-18	3.004600e-22	7.424913e-18	3.004301e-27
2.499999990010493e-13	2.500000e-04	1.336357e-08	2.500000e-04	1.336225e-13	1.331614e-05	-1.336357e-08	1.331600e-05	-1.336225e-13	2.663228e-07	-2.672714e-10	2.663200e-07	-2.672450e-15	2.663228e-07	-2.672714e-10	2.663200e-07	-2.672450e-15	2.672714e-10	2.672450e-15	-2.663228e-07	-2.663200e-07	2.963603e-17	2.391111e-21	2.963604e-17	2.390875e-26
4.999999980020986e-13	5.000000e-04	5.280046e-08	5.000000e-04	5.279531e-13	2.943115e-05	-5.280046e-08	2.943060e-05	-5.279531e-13	5.886231e-07	-1.056009e-09	5.886121e-07	-1.055906e-14	5.886231e-07	-1.056009e-09	5.886121e-07	-1.055906e-14	1.056009e-09	1.055906e-14	-5.886231e-07	-5.886121e-07	1.180426e-16	1.893212e-20	1.180427e-16	1.893027e-25
9.999999960041972e-13	1.000000e-03	2.060968e-07	1.000000e-03	2.060772e-12	6.991671e-05	-2.060968e-07	6.991459e-05	-2.060772e-12	1.398334e-06	-4.121936e-09	1.398292e-06	-4.121543e-14	1.398334e-06	-4.121936e-09	1.398292e-06	-4.121543e-14	4.121936e-09	4.121543e-14	-1.398334e-06	-1.398292e-06	4.682057e-16	1.483807e-19	4.682064e-16	1.483665e-24
1.999999992008394e-12	2.000000e-03	7.854337e-07	2.000000e-03	7.853626e-12	1.829498e-04	-7.854337e-07	1.829418e-04	-7.853626e-12	3.658995e-06	-1.570867e-08	3.658836e-06	-1.570725e-13	3.658995e-06	-1.570867e-08	3.658836e-06	-1.570725e-13	1.570867e-08	1.570725e-13	-3.658995e-06	-3.658836e-06	1.841772e-15	1.139911e-18	1.841778e-15	1.139806e-23
3.999999984016789e-12	4.000000e-03	2.857666e-06	4.000000e-03	2.857432e-11	5.299750e-04	-2.857666e-06	5.299471e-04	-2.857432e-11	1.059950e-05	-5.715332e-08	1.059894e-05	-5.714863e-13	1.059950e-05	-5.715332e-08	1.059894e-05	-5.714863e-13	5.715332e-08	5.714863e-13	-1.059950e-05	-1.059894e-05	7.128848e-15	8.426110e-18	7.128889e-15	8.425395e-23
7.999999968033578e-12	8.000000e-03	9.528767e-06	8.000000e-03	9.528129e-11	1.655261e-03	-9.528767e-06	1.655174e-03	-9.528129e-11	3.310521e-05	-1.905753e-07	3.310348e-05	-1.905626e-12	3.310521e-05	-1.905753e-07	3.310348e-05	-1.905626e-12	1.905753e-07	1.905626e-12	-3.310521e-05	-3.310348e-05	2.675838e-14	5.797184e-17	2.675865e-14	5.796763e-22
1.294196024739987e-11	1.294196e-02	2.030897e-05	1.294196e-02	2.030792e-10	3.722122e-03	-2.030897e-05	3.721952e-03	-2.030792e-10	7.444245e-05	-4.061794e-07	7.443905e-05	-4.061584e-12	7.444245e-05	-4.061794e-07	7.443905e-05	-4.061584e-12	4.061794e-07	4.061584e-12	-7.444245e-05	-7.443905e-05	6.521814e-14	2.054287e-16	6.521904e-14	2.054162e-21
2.082276578676102e-11	2.082277e-02	3.840600e-05	2.082277e-02	3.840476e-10	8.196712e-03	-3.840600e-05	8.196437e-03	-3.840476e-10	1.639343e-04	-7.681200e-07	1.639287e-04	-7.680951e-12	1.639343e-04	-7.681200e-07	1.639287e-04	-7.680951e-12	7.681200e-07	7.680951e-12	-1.639343e-04	-1.639287e-04	1.512997e-13	6.681500e-16	1.513024e-13	6.681194e-21
3.088356882160869e-11	3.088357e-02	5.839602e-05	3.088357e-02	5.839515e-10	1.540764e-02	-5.839602e-05	1.540730e-02	-5.839515e-10	3.081528e-04	-1.167920e-06	3.081460e-04	-1.167903e-11	3.081528e-04	-1.167920e-06	3.081460e-04	-1.167903e-11	1.167920e-06	1.167903e-11	-3.081528e-04	-3.081460e-04	2.926640e-13	1.642056e-15	2.926698e-13	1.642004e-20
4.592828431141741e-11	4.592828e-02	7.866198e-05	4.592828e-02	7.866194e-10	2.806620e-02	-7.866198e-05	2.806588e-02	-7.866194e-10	5.613239e-04	-1.573240e-06	5.613176e-04	-1.573239e-11	5.613239e-04	-1.573240e-06	5.613176e-04	-1.573239e-11	1.573240e-06	1.573239e-11	-5.613239e-04	-5.613176e-04	5.434445e-13	3.704055e-15	5.434552e-13	3.703989e-20
6.613049283100386e-11	6.613049e-02	9.218119e-05	6.613049e-02	9.218173e-10	4.687979e-02	-9.218119e-05	4.687958e-02	-9.218173e-10	9.375957e-04	-1.843624e-06	9.375916e-04	-1.843635e-11	9.375957e-04	-1.843624e-06	9.375916e-04	-1.843635e-11	1.843624e-06	1.843635e-11	-9.375957e-04	-9.375916e-04	9.183248e-13	7.155464e-15	9.183407e-13	7.155409e-20
9.501943353016178e-11	9.501943e-02	9.853844e-05	9.501943e-02	9.853890e-10	7.515806e-02	-9.853844e-05	7.515798e-02	-9.853890e-10	1.503161e-03	-1.970769e-06	1.503160e-03	-1.970778e-11	1.503161e-03	-1.970769e-06	1.503160e-03	-1.970778e-11	1.970769e-06	1.970778e-11	-1.503161e-03	-1.503160e-03	1.483278e-12	1.266515e-14	1.483298e-12	1.266513e-19
1.299320213278493e-10	1.299320e-01	9.986727e-05	1.299320e-01	9.986739e-10	1.099448e-01	-9.986727e-05	1.099448e-01	-9.986739e-10	2.198896e-03	-1.997345e-06	2.198896e-03	-1.997348e-11	2.198896e-03	-1.997345e-06	2.198896e-03	-1.997348e-11	1.997345e-06	1.997348e-11	-2.198896e-03	-2.198896e-03	2.178887e-12	1.959201e-14	2.178909e-12	1.959200e-19
1.787601463278493e-10	1.787601e-01	1.000095e-04	1.787601e-01	1.000095e-09	1.587592e-01	-1.000095e-04	1.587592e-01	-1.000095e-09	3.175184e-03	-2.000191e-06	3.175184e-03	-2.000191e-11	3.175184e-03	-2.000191e-06	3.175184e-03	-2.000191e-11	2.000191e-06	2.000191e-11	-3.175184e-03	-3.175184e-03	3.155161e-12	2.935162e-14	3.155183e-12	2.935162e-19
2.275882713278493e-10	2.275883e-01	9.999945e-05	2.275883e-01	9.999945e-10	2.075883e-01	-9.999945e-05	2.075883e-01	-9.999945e-10	4.151767e-03	-1.999989e-06	4.151767e-03	-1.999989e-11	4.151767e-03	-1.999989e-06	4.151767e-03	-1.999989e-11	1.999989e-06	1.999989e-11	-4.151767e-03	-4.151767e-03	4.131745e-12	3.911768e-14	4.131767e-12	3.911768e-19
2.764163963278493e-10	2.764164e-01	9.999998e-05	2.764164e-01	9.999997e-10	2.564164e-01	-9.999998e-05	2.564164e-01	-9.999997e-10	5.128328e-03	-2.000000e-06	5.128328e-03	-2.000000e-11	5.128328e-03	-2.000000e-06	5.128328e-03	-2.000000e-11	2.000000e-06	2.000000e-11	-5.128328e-03	-5.128328e-03	5.108306e-12	4.888328e-14	5.108328e-12	4.888328e-19
3.252445213278493e-10	3.252445e-01	1.000000e-04	3.252445e-01	1.000000e-09	3.052445e-01	-1.000000e-04	3.052445e-01	-1.000000e-09	6.104890e-03	-2.000000e-06	6.104890e-03	-2.000001e-11	6.104890e-03	-2.000000e-06	6.104890e-03	-2.000001e-11	2.000000e-06	2.000001e-11	-6.104890e-03	-6.104890e-03	6.084868e-12	5.864891e-14	6.084890e-12	5.864890e-19
3.740726463278493e-10	3.740726e-01	9.999999e-05	3.740726e-01	9.999999e-10	3.540727e-01	-9.999999e-05	3.540727e-01	-9.999999e-10	7.081453e-03	-2.000000e-06	7.081453e-03	-2.000000e-11	7.081453e-03	-2.000000e-06	7.081453e-03	-2.000000e-11	2.000000e-06	2.000000e-11	-7.081453e-03	-7.081453e-03	7.061431e-12	6.841453e-14	7.061453e-12	6.841453e-19
4.229007713278493e-10	4.229008e-01	1.000000e-04	4.229008e-01	1.000000e-09	4.029008e-01	-1.000000e-04	4.029008e-01	-1.000000e-09	8.058015e-03	-2.000000e-06	8.058015e-03	-2.000000e-11	8.058015e-03	-2.000000e-06	8.058015e-03	-2.000000e-11	2.000000e-06	2.000000e-11	-8.058015e-03	-8.058015e-03	8.037993e-12	7.818015e-14	8.038016e-12	7.818015e-19
4.717288963278493e-10	4.717289e-01	1.000000e-04	4.717289e-01	1.000000e-09	4.517289e-01	-1.000000e-04	4.517289e-01	-1.000000e-09	9.034578e-03	-2.000000e-06	9.034578e-03	-2.000000e-11	9.034578e-03	-2.000000e-06	9.034578e-03	-2.000000e-11	2.000000e-06	2.000000e-11	-9.034578e-03	-9.034578e-03	9.014556e-12	8.794578e-14	9.014578e-12	8.794578e-19
5.205570213278493e-10	5.205570e-01	1.000000e-04	5.205570e-01	1.000000e-09	5.005570e-01	-1.000000e-04	5.005570e-01	-1.000000e-09	1.001114e-02	-2.000000e-06	1.001114e-02	-2.000000e-11	1.001114e-02	-2.000000e-06	1.001114e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.001114e-02	-1.001114e-02	9.991118e-12	9.771140e-14	9.991141e-12	9.771140e-19
5.693851463278494e-10	5.693852e-01	1.000000e-04	5.693852e-01	1.000000e-09	5.493851e-01	-1.000000e-04	5.493851e-01	-1.000000e-09	1.098770e-02	-2.000000e-06	1.098770e-02	-2.000000e-11	1.098770e-02	-2.000000e-06	1.098770e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.098770e-02	-1.098770e-02	1.096768e-11	1.074770e-13	1.096770e-11	1.074770e-18
6.182132713278494e-10	6.182133e-01	1.000000e-04	6.182133e-01	1.000000e-09	5.982133e-01	-1.000000e-04	5.982133e-01	-1.000000e-09	1.196427e-02	-2.000000e-06	1.196427e-02	-2.000000e-11	1.196427e-02	-2.000000e-06	1.196427e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.196427e-02	-1.196427e-02	1.194424e-11	1.172427e-13	1.194427e-11	1.172427e-18
6.670413963278495e-10	6.670414e-01	1.000000e-04	6.670414e-01	1.000000e-09	6.470414e-01	-1.000000e-04	6.470414e-01	-1.000000e-09	1.294083e-02	-2.000000e-06	1.294083e-02	-2.000000e-11	1.294083e-02	-2.000000e-06	1.294083e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.294083e-02	-1.294083e-02	1.292081e-11	1.270083e-13	1.292083e-11	1.270083e-18
7.158695213278495e-10	7.158695e-01	1.000000e-04	7.158695e-01	1.000000e-09	6.958695e-01	-1.000000e-04	6.958695e-01	-1.000000e-09	1.391739e-02	-2.000000e-06	1.391739e-02	-2.000000e-11	1.391739e-02	-2.000000e-06	1.391739e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.391739e-02	-1.391739e-02	1.389737e-11	1.367739e-13	1.389739e-11	1.367739e-18
7.646976463278496e-10	7.646977e-01	1.000000e-04	7.646977e-01	1.000000e-09	7.446976e-01	-1.000000e-04	7.446976e-01	-1.000000e-09	1.489395e-02	-2.000000e-06	1.489395e-02	-2.000000e-11	1.489395e-02	-2.000000e-06	1.489395e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.489395e-02	-1.489395e-02	1.487393e-11	1.465395e-13	1.487395e-11	1.465395e-18
8.135257713278496e-10	8.135258e-01	1.000000e-04	8.135258e-01	1.000000e-09	7.935258e-01	-1.000000e-04	7.935258e-01	-1.000000e-09	1.587052e-02	-2.000000e-06	1.587052e-02	-2.000000e-11	1.587052e-02	-2.000000e-06	1.587052e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.587052e-02	-1.587052e-02	1.585049e-11	1.563052e-13	1.585052e-11	1.563052e-18
8.623538963278497e-10	8.623539e-01	1.000000e-04	8.623539e-01	1.000000e-09	8.423539e-01	-1.000000e-04	8.423539e-01	-1.000000e-09	1.684708e-02	-2.000000e-06	1.684708e-02	-2.000000e-11	1.684708e-02	-2.000000e-06	1.684708e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.684708e-02	-1.684708e-02	1.682706e-11	1.660708e-13	1.682708e-11	1.660708e-18
9.111820213278497e-10	9.111820e-01	1.000000e-04	9.111820e-01	1.000000e-09	8.911820e-01	-1.000000e-04	8.911820e-01	-1.000000e-09	1.782364e-02	-2.000000e-06	1.782364e-02	-2.000000e-11	1.782364e-02	-2.000000e-06	1.782364e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.782364e-02	-1.782364e-02	1.780362e-11	1.758364e-13	1.780364e-11	1.758364e-18
9.600101463278497e-10	9.600102e-01	1.000000e-04	9.600102e-01	1.000000e-09	9.400101e-01	-1.000000e-04	9.400101e-01	-1.000000e-09	1.880020e-02	-2.000000e-06	1.880020e-02	-2.000000e-11	1.880020e-02	-2.000000e-06	1.880020e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.880020e-02	-1.880020e-02	1.878018e-11	1.856020e-13	1.878020e-11	1.856020e-18
1.000000000000000e-09	1.000000e+00	1.000000e-04	1.000000e+00	1.000000e-09	9.800000e-01	-1.000000e-04	9.800000e-01	-1.000000e-09	1.960000e-02	-2.000000e-06	1.960000e-02	-2.000000e-11	1.960000e-02	-2.000000e-06	1.960000e-02	-2.000000e-11	2.000000e-06	2.000000e-11	-1.960000e-02	-1.960000e-02	1.957998e-11	1.936000e-13	1.958000e-11	1.936000e-18
1.048828125000000e-09	1.000000e+00	2.587747e-05	1.000000e+00	2.587854e-10	1.001503e+00	-2.587747e-05	1.001503e+00	-2.587854e-10	2.003006e-02	-5.175494e-07	2.003007e-02	-5.175707e-12	2.003006e-02	-5.175494e-07	2.003007e-02	-5.175707e-12	5.175494e-07	5.175707e-12	-2.003006e-02	-2.003007e-02	2.003156e-11	1.997464e-13	2.003157e-11	1.997464e-18
1.097656250000000e-09	1.000000e+00	-1.459421e-05	1.000000e+00	-1.459518e-10	9.998868e-01	1.459421e-05	9.998870e-01	1.459518e-10	1.999774e-02	2.918843e-07	1.999774e-02	2.919036e-12	1.999774e-02	2.918843e-07	1.999774e-02	2.919036e-12	-2.918843e-07	-2.919036e-12	-1.999774e-02	-1.999774e-02	1.999763e-11	2.002973e-13	1.999763e-11	2.002974e-18
1.146484375000000e-09	1.000000e+00	5.889116e-06	1.000000e+00	5.888649e-11	1.000009e+00	-5.889116e-06	1.000008e+00	-5.888649e-11	2.000017e-02	-1.177823e-07	2.000017e-02	-1.177730e-12	2.000017e-02	-1.177823e-07	2.000017e-02	-1.177730e-12	1.177823e-07	1.177730e-12	-2.000017e-02	-2.000017e-02	2.000018e-11	1.998723e-13	2.000018e-11	1.998722e-18
1.195312500000000e-09	1.000000e+00	-2.258228e-06	1.000000e+00	-2.257577e-11	9.999993e-01	2.258228e-06	9.999993e-01	2.257577e-11	1.999999e-02	4.516456e-08	1.999999e-02	4.515155e-13	1.999999e-02	4.516456e-08	1.999999e-02	4.515155e-13	-4.516456e-08	-4.515155e-13	-1.999999e-02	-1.999999e-02	1.999999e-11	2.000495e-13	1.999999e-11	2.000495e-18
1.244140625000000e-09	1.000000e+00	8.576005e-07	1.000000e+00	8.571566e-12	1.000000e+00	-8.576005e-07	1.000000e+00	-8.571566e-12	2.000000e-02	-1.715201e-08	2.000000e-02	-1.714313e-13	2.000000e-02	-1.715201e-08	2.000000e-02	-1.714313e-13	1.715201e-08	1.714313e-13	-2.000000e-02	-2.000000e-02	2.000000e-11	1.999811e-13	2.000000e-11	1.999811e-18
1.292968750000000e-09	1.000000e+00	-3.250697e-07	1.000000e+00	-3.248250e-12	1.000000e+00	3.250697e-07	1.000000e+00	3.248250e-12	2.000000e-02	6.501395e-09	2.000000e-02	6.496500e-14	2.000000e-02	6.501395e-09	2.000000e-02	6.496500e-14	-6.501395e-09	-6.496500e-14	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000072e-13	2.000000e-11	2.000071e-18
1.341796875000000e-09	1.000000e+00	1.231699e-07	1.000000e+00	1.230480e-12	1.000000e+00	-1.231699e-07	1.000000e+00	-1.230480e-12	2.000000e-02	-2.463398e-09	2.000000e-02	-2.460961e-14	2.000000e-02	-2.463398e-09	2.000000e-02	-2.460961e-14	2.463398e-09	2.460961e-14	-2.000000e-02	-2.000000e-02	2.000000e-11	1.999973e-13	2.000000e-11	1.999973e-18
1.390625000000000e-09	1.000000e+00	-4.666597e-08	1.000000e+00	-4.660873e-13	1.000000e+00	4.666597e-08	1.000000e+00	4.660873e-13	2.000000e-02	9.333193e-10	2.000000e-02	9.321747e-15	2.000000e-02	9.333193e-10	2.000000e-02	9.321747e-15	-9.333193e-10	-9.321747e-15	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000010e-13	2.000000e-11	2.000010e-18
1.439453125000000e-09	1.000000e+00	1.768030e-08	1.000000e+00	1.765442e-13	1.000000e+00	-1.768030e-08	1.000000e+00	-1.765442e-13	2.000000e-02	-3.536059e-10	2.000000e-02	-3.530884e-15	2.000000e-02	-3.536059e-10	2.000000e-02	-3.530884e-15	3.536059e-10	3.530884e-15	-2.000000e-02	-2.000000e-02	2.000000e-11	1.999996e-13	2.000000e-11	1.999996e-18
1.488281250000000e-09	1.000000e+00	-6.698499e-09	1.000000e+00	-6.687108e-14	1.000000e+00	6.698499e-09	1.000000e+00	6.687108e-14	2.000000e-02	1.339700e-10	2.000000e-02	1.337422e-15	2.000000e-02	1.339700e-10	2.000000e-02	1.337422e-15	-1.339700e-10	-1.337422e-15	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000001e-13	2.000000e-11	2.000002e-18
1.537109374999999e-09	1.000000e+00	2.537846e-09	1.000000e+00	2.532929e-14	1.000000e+00	-2.537846e-09	1.000000e+00	-2.532929e-14	2.000000e-02	-5.075692e-11	2.000000e-02	-5.065858e-16	2.000000e-02	-5.075692e-11	2.000000e-02	-5.065858e-16	5.075692e-11	5.065858e-16	-2.000000e-02	-2.000000e-02	2.000000e-11	1.999999e-13	2.000000e-11	1.999999e-18
1.585937499999999e-09	1.000000e+00	-9.615080e-10	1.000000e+00	-9.594174e-15	1.000000e+00	9.615080e-10	1.000000e+00	9.594174e-15	2.000000e-02	1.923016e-11	2.000000e-02	1.918835e-16	2.000000e-02	1.923016e-11	2.000000e-02	1.918835e-16	-1.923016e-11	-1.918835e-16	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.634765624999999e-09	1.000000e+00	3.642844e-10	1.000000e+00	3.634061e-15	1.000000e+00	-3.642844e-10	1.000000e+00	-3.634061e-15	2.000000e-02	-7.285688e-12	2.000000e-02	-7.268121e-17	2.000000e-02	-7.285688e-12	2.000000e-02	-7.268121e-17	7.285688e-12	7.268121e-17	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.683593749999999e-09	1.000000e+00	-1.380156e-10	1.000000e+00	-1.376502e-15	1.000000e+00	1.380156e-10	1.000000e+00	1.376502e-15	2.000000e-02	2.760312e-12	2.000000e-02	2.753003e-17	2.000000e-02	2.760312e-12	2.000000e-02	2.753003e-17	-2.760312e-12	-2.753003e-17	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.732421874999999e-09	1.000000e+00	5.228967e-11	1.000000e+00	5.213884e-16	1.000000e+00	-5.228967e-11	1.000000e+00	-5.213884e-16	2.000000e-02	-1.045793e-12	2.000000e-02	-1.042777e-17	2.000000e-02	-1.045793e-12	2.000000e-02	-1.042777e-17	1.045793e-12	1.042777e-17	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.781249999999999e-09	1.000000e+00	-1.981087e-11	1.000000e+00	-1.974904e-16	1.000000e+00	1.981087e-11	1.000000e+00	1.974904e-16	2.000000e-02	3.962174e-13	2.000000e-02	3.949807e-18	2.000000e-02	3.962174e-13	2.000000e-02	3.949807e-18	-3.962174e-13	-3.949807e-18	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.830078124999999e-09	1.000000e+00	7.505701e-12	1.000000e+00	7.480497e-17	1.000000e+00	-7.505701e-12	1.000000e+00	-7.480497e-17	2.000000e-02	-1.501140e-13	2.000000e-02	-1.496099e-18	2.000000e-02	-1.501140e-13	2.000000e-02	-1.496099e-18	1.501140e-13	1.496099e-18	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.878906249999999e-09	1.000000e+00	-2.843667e-12	1.000000e+00	-2.833447e-17	1.000000e+00	2.843667e-12	1.000000e+00	2.833447e-17	2.000000e-02	5.687334e-14	2.000000e-02	5.666893e-19	2.000000e-02	5.687334e-14	2.000000e-02	5.666893e-19	-5.687334e-14	-5.666893e-19	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.927734374999999e-09	1.000000e+00	1.077372e-12	1.000000e+00	1.073246e-17	1.000000e+00	-1.077372e-12	1.000000e+00	-1.073246e-17	2.000000e-02	-2.154745e-14	2.000000e-02	-2.146493e-19	2.000000e-02	-2.154745e-14	2.000000e-02	-2.146493e-19	2.154745e-14	2.146493e-19	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
1.976562499999999e-09	1.000000e+00	-4.081824e-13	1.000000e+00	-4.065224e-18	1.000000e+00	4.081824e-13	1.000000e+00	4.065224e-18	2.000000e-02	8.163648e-15	2.000000e-02	8.130448e-20	2.000000e-02	8.163648e-15	2.000000e-02	8.130448e-20	-8.163648e-15	-8.130448e-20	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
2.025390624999999e-09	1.000000e+00	1.546457e-13	1.000000e+00	1.539823e-18	1.000000e+00	-1.546457e-13	1.000000e+00	-1.539823e-18	2.000000e-02	-3.092915e-15	2.000000e-02	-3.079646e-20	2.000000e-02	-3.092915e-15	2.000000e-02	-3.079646e-20	3.092915e-15	3.079646e-20	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
2.074218749999999e-09	1.000000e+00	-5.859213e-14	1.000000e+00	-5.832554e-19	1.000000e+00	5.859213e-14	1.000000e+00	5.832554e-19	2.000000e-02	1.171843e-15	2.000000e-02	1.166511e-20	2.000000e-02	1.171843e-15	2.000000e-02	1.166511e-20	-1.171843e-15	-1.166511e-20	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
2.123046874999999e-09	1.000000e+00	2.219740e-14	1.000000e+00	2.209237e-19	1.000000e+00	-2.219740e-14	1.000000e+00	-2.209237e-19	2.000000e-02	-4.439481e-16	2.000000e-02	-4.418473e-21	2.000000e-02	-4.439481e-16	2.000000e-02	-4.418473e-21	4.439481e-16	4.418473e-21	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
2.171874999999999e-09	1.000000e+00	-8.410282e-15	1.000000e+00	-8.368064e-20	1.000000e+00	8.410282e-15	1.000000e+00	8.368064e-20	2.000000e-02	1.682056e-16	2.000000e-02	1.673613e-21	2.000000e-02	1.682056e-16	2.000000e-02	1.673613e-21	-1.682056e-16	-1.673613e-21	-2.000000e-02	-2.000000e-02	2.000000e-11	2.000000e-13	2.000000e-11	2.000000e-18
