VGS_SUPPLY	V(drain)	V(gate)	V(source)	I(VDD_SUPPLY)	I(VGS_SUPPLY)	I(VSB_SUPPLY)	Ib(M_DUT)	Id(M_DUT)	Ig(M_DUT)	Is(M_DUT)
Step Information: Temp=-40  (Step: 1/34)
4.600000000000000e-02	8.000000e-01	4.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
4.700000000000000e-02	8.000000e-01	4.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
4.800000000000000e-02	8.000000e-01	4.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
4.900000000000000e-02	8.000000e-01	4.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.000000000000000e-02	8.000000e-01	5.000000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.100000000000000e-02	8.000000e-01	5.100000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.200000000000000e-02	8.000000e-01	5.200000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.300000000000000e-02	8.000000e-01	5.300000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.400000000000000e-02	8.000000e-01	5.400000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.500000000000000e-02	8.000000e-01	5.500000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.600000000000000e-02	8.000000e-01	5.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.700000000000000e-02	8.000000e-01	5.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.800000000000000e-02	8.000000e-01	5.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
5.900000000000000e-02	8.000000e-01	5.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.000000000000000e-02	8.000000e-01	6.000000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.100000000000000e-02	8.000000e-01	6.100000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.200000000000000e-02	8.000000e-01	6.200000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.300000000000000e-02	8.000000e-01	6.300000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.400000000000000e-02	8.000000e-01	6.400000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.500000000000000e-02	8.000000e-01	6.500000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.600000000000000e-02	8.000000e-01	6.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.700000000000000e-02	8.000000e-01	6.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.800000000000000e-02	8.000000e-01	6.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
6.900000000000001e-02	8.000000e-01	6.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.000000000000001e-02	8.000000e-01	7.000000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.100000000000001e-02	8.000000e-01	7.100000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.200000000000001e-02	8.000000e-01	7.200000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.300000000000000e-02	8.000000e-01	7.300000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.400000000000000e-02	8.000000e-01	7.400000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.500000000000000e-02	8.000000e-01	7.500000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.600000000000000e-02	8.000000e-01	7.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.700000000000000e-02	8.000000e-01	7.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.800000000000000e-02	8.000000e-01	7.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
7.900000000000000e-02	8.000000e-01	7.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.000000000000000e-02	8.000000e-01	8.000000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.100000000000000e-02	8.000000e-01	8.100000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.200000000000000e-02	8.000000e-01	8.200000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.300000000000000e-02	8.000000e-01	8.300000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.400000000000001e-02	8.000000e-01	8.400000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.500000000000001e-02	8.000000e-01	8.500000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.600000000000001e-02	8.000000e-01	8.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.700000000000001e-02	8.000000e-01	8.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.799999999999999e-02	8.000000e-01	8.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
8.900000000000000e-02	8.000000e-01	8.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.000000000000000e-02	8.000000e-01	9.000000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.100000000000000e-02	8.000000e-01	9.100000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.200000000000000e-02	8.000000e-01	9.200000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.300000000000000e-02	8.000000e-01	9.300000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.400000000000000e-02	8.000000e-01	9.400000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.500000000000000e-02	8.000000e-01	9.500000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.600000000000000e-02	8.000000e-01	9.600000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.700000000000000e-02	8.000000e-01	9.700000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.800000000000000e-02	8.000000e-01	9.800000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
9.900000000000000e-02	8.000000e-01	9.900000e-02	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.000000000000000e-01	8.000000e-01	1.000000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.010000000000000e-01	8.000000e-01	1.010000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.020000000000000e-01	8.000000e-01	1.020000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.030000000000000e-01	8.000000e-01	1.030000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.040000000000000e-01	8.000000e-01	1.040000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.050000000000000e-01	8.000000e-01	1.050000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.060000000000000e-01	8.000000e-01	1.060000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.070000000000000e-01	8.000000e-01	1.070000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.080000000000000e-01	8.000000e-01	1.080000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.090000000000000e-01	8.000000e-01	1.090000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.100000000000000e-01	8.000000e-01	1.100000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.110000000000000e-01	8.000000e-01	1.110000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.120000000000000e-01	8.000000e-01	1.120000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.130000000000000e-01	8.000000e-01	1.130000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.140000000000000e-01	8.000000e-01	1.140000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.150000000000000e-01	8.000000e-01	1.150000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.160000000000000e-01	8.000000e-01	1.160000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.170000000000000e-01	8.000000e-01	1.170000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.180000000000000e-01	8.000000e-01	1.180000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.190000000000000e-01	8.000000e-01	1.190000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.200000000000000e-01	8.000000e-01	1.200000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.210000000000000e-01	8.000000e-01	1.210000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.220000000000000e-01	8.000000e-01	1.220000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.230000000000000e-01	8.000000e-01	1.230000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.240000000000000e-01	8.000000e-01	1.240000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.250000000000000e-01	8.000000e-01	1.250000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.260000000000000e-01	8.000000e-01	1.260000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.270000000000000e-01	8.000000e-01	1.270000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.280000000000000e-01	8.000000e-01	1.280000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.290000000000000e-01	8.000000e-01	1.290000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.300000000000000e-01	8.000000e-01	1.300000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.310000000000000e-01	8.000000e-01	1.310000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.320000000000000e-01	8.000000e-01	1.320000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.330000000000000e-01	8.000000e-01	1.330000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.340000000000000e-01	8.000000e-01	1.340000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.350000000000000e-01	8.000000e-01	1.350000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.360000000000000e-01	8.000000e-01	1.360000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.370000000000000e-01	8.000000e-01	1.370000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.380000000000000e-01	8.000000e-01	1.380000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.390000000000000e-01	8.000000e-01	1.390000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.400000000000000e-01	8.000000e-01	1.400000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.410000000000000e-01	8.000000e-01	1.410000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.420000000000000e-01	8.000000e-01	1.420000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.430000000000000e-01	8.000000e-01	1.430000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.440000000000000e-01	8.000000e-01	1.440000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.450000000000000e-01	8.000000e-01	1.450000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.460000000000000e-01	8.000000e-01	1.460000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.470000000000000e-01	8.000000e-01	1.470000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.480000000000000e-01	8.000000e-01	1.480000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.490000000000000e-01	8.000000e-01	1.490000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.500000000000000e-01	8.000000e-01	1.500000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.510000000000000e-01	8.000000e-01	1.510000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.520000000000000e-01	8.000000e-01	1.520000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.530000000000000e-01	8.000000e-01	1.530000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.540000000000000e-01	8.000000e-01	1.540000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.550000000000000e-01	8.000000e-01	1.550000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.560000000000000e-01	8.000000e-01	1.560000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.570000000000000e-01	8.000000e-01	1.570000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.580000000000000e-01	8.000000e-01	1.580000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.590000000000000e-01	8.000000e-01	1.590000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.600000000000000e-01	8.000000e-01	1.600000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.610000000000000e-01	8.000000e-01	1.610000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.620000000000000e-01	8.000000e-01	1.620000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.630000000000000e-01	8.000000e-01	1.630000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.640000000000000e-01	8.000000e-01	1.640000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.650000000000000e-01	8.000000e-01	1.650000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.660000000000000e-01	8.000000e-01	1.660000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.670000000000000e-01	8.000000e-01	1.670000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.680000000000000e-01	8.000000e-01	1.680000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.690000000000000e-01	8.000000e-01	1.690000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.700000000000000e-01	8.000000e-01	1.700000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.710000000000000e-01	8.000000e-01	1.710000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.720000000000000e-01	8.000000e-01	1.720000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.730000000000000e-01	8.000000e-01	1.730000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.740000000000000e-01	8.000000e-01	1.740000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.750000000000000e-01	8.000000e-01	1.750000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.760000000000000e-01	8.000000e-01	1.760000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.770000000000000e-01	8.000000e-01	1.770000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.780000000000000e-01	8.000000e-01	1.780000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.790000000000000e-01	8.000000e-01	1.790000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.800000000000000e-01	8.000000e-01	1.800000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.810000000000000e-01	8.000000e-01	1.810000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.820000000000000e-01	8.000000e-01	1.820000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.830000000000000e-01	8.000000e-01	1.830000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.840000000000000e-01	8.000000e-01	1.840000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.850000000000000e-01	8.000000e-01	1.850000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.860000000000000e-01	8.000000e-01	1.860000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.870000000000000e-01	8.000000e-01	1.870000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.880000000000000e-01	8.000000e-01	1.880000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.890000000000000e-01	8.000000e-01	1.890000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.900000000000000e-01	8.000000e-01	1.900000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.910000000000000e-01	8.000000e-01	1.910000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
1.920000000000000e-01	8.000000e-01	1.920000e-01	0.000000e+00	-1.695599e-17	0.000000e+00	1.695599e-17	-1.615599e-17	1.695599e-17	0.000000e+00	-8.000000e-19
